# ra dec
3.42254 -0.37167
3.39310 -0.30549
3.40558 -0.34212
3.43184 -0.39405
3.47095 -0.42136
3.45431 -0.42005
3.40819 -0.35174
3.41376 -0.35773
3.42171 -0.36644
3.41557 -0.37069
3.41330 -0.33950
3.40320 -0.31160
3.42638 -0.38600
3.41510 -0.36257
3.44297 -0.36028
3.39727 -0.34084
3.40295 -0.31448
3.38390 -0.31177
3.43964 -0.40187
3.42767 -0.36991
3.39454 -0.32354
3.38216 -0.30529
3.40892 -0.34122
3.41584 -0.34713
3.39439 -0.33423
3.46496 -0.43171
3.40482 -0.33887
3.42975 -0.38133
3.41090 -0.36009
3.43595 -0.37906
3.39473 -0.30182
3.38217 -0.30569
3.42043 -0.35593
3.41510 -0.35390
3.46565 -0.41446
3.40530 -0.35445
3.40926 -0.34828
3.40789 -0.36090
3.38628 -0.29990
3.41019 -0.34273
3.40662 -0.33481
3.42625 -0.37454
3.39794 -0.30826
3.41310 -0.34524
3.39916 -0.32472
3.46379 -0.45417
3.48340 -0.44739
3.40497 -0.33269
3.40351 -0.32872
3.42225 -0.36256
3.36217 -0.28427
3.43068 -0.36909
3.40534 -0.33011
3.45767 -0.39843
3.41272 -0.34144
3.39370 -0.32719
3.38663 -0.28150
3.42867 -0.36206
3.44245 -0.38744
3.40706 -0.32709
3.42370 -0.37279
3.37388 -0.28022
3.39486 -0.34006
3.41180 -0.35628
3.40285 -0.34456
3.43641 -0.37219
3.42412 -0.37444
3.41461 -0.35248
3.43002 -0.37436
3.42124 -0.38060
3.41313 -0.34138
3.42347 -0.39926
3.37462 -0.29786
3.40206 -0.32799
3.40844 -0.34515
3.40568 -0.33331
3.42842 -0.38321
3.40822 -0.33037
3.45056 -0.43107
3.40624 -0.33967
3.42310 -0.36522
3.40142 -0.33909
3.39810 -0.33033
3.40088 -0.33958
3.42176 -0.36626
3.42295 -0.34806
3.42675 -0.37602
3.38429 -0.30065
3.41290 -0.36767
3.38869 -0.31577
3.41273 -0.36088
3.40180 -0.35199
3.38116 -0.26724
3.40303 -0.34407
3.38142 -0.30742
3.39251 -0.31319
3.42433 -0.33842
3.40680 -0.34686
3.37763 -0.26494
3.36135 -0.26082
3.35352 -0.25120
3.41855 -0.35444
3.41054 -0.34547
3.44073 -0.42108
3.39425 -0.31518
3.41437 -0.33286
3.41323 -0.33815
3.40390 -0.35432
3.40220 -0.33955
3.44325 -0.37747
3.42545 -0.36947
3.38114 -0.30523
3.43736 -0.37385
3.43891 -0.38478
3.41578 -0.33138
3.45909 -0.40366
3.38866 -0.29886
3.39827 -0.33367
3.41271 -0.33331
3.40151 -0.33040
3.42292 -0.34485
3.41293 -0.35876
3.39527 -0.32081
3.46113 -0.42807
3.40171 -0.32558
3.43361 -0.38317
3.42464 -0.39210
3.41217 -0.34996
3.43113 -0.39825
3.39923 -0.31439
3.40179 -0.32717
3.39548 -0.32231
3.37512 -0.30719
3.41774 -0.34842
3.41922 -0.35010
3.40246 -0.33418
3.40734 -0.34872
3.44221 -0.38007
3.43533 -0.39932
3.40912 -0.34942
3.42259 -0.35560
3.38688 -0.31869
3.43181 -0.39269
3.42937 -0.36858
3.41343 -0.33185
3.39414 -0.34329
3.40585 -0.31235
3.37888 -0.28949
3.43845 -0.38336
3.43007 -0.38937
3.40007 -0.32771
3.38312 -0.31013
3.39363 -0.33769
3.41677 -0.33735
3.39189 -0.31691
3.43280 -0.37400
3.37632 -0.30664
3.41473 -0.35261
3.40976 -0.33640
3.40277 -0.33094
3.42569 -0.38609
3.39570 -0.32282
3.40450 -0.32725
3.40386 -0.32352
3.38651 -0.30864
3.41492 -0.36083
3.42768 -0.36331
3.44015 -0.35509
3.41509 -0.34688
3.39250 -0.32100
3.40568 -0.34902
3.39685 -0.32063
3.40314 -0.32014
3.42902 -0.36227
3.41182 -0.33701
3.42610 -0.36866
3.41920 -0.37332
3.42095 -0.35435
3.40617 -0.35337
3.45192 -0.39477
3.39841 -0.33355
3.38182 -0.28907
3.42560 -0.36887
3.39448 -0.31924
3.42384 -0.36217
3.39602 -0.35145
3.40087 -0.33247
3.38249 -0.29966
3.43548 -0.38344
3.42792 -0.35846
3.41489 -0.31670
3.41163 -0.34274
3.40863 -0.32664
3.37796 -0.29988
3.42243 -0.36792
3.44084 -0.40291
3.39504 -0.31935
3.43176 -0.39068
3.44966 -0.41089
3.42251 -0.36471
3.41276 -0.34326
3.42582 -0.36019
3.41652 -0.34100
3.41781 -0.35263
3.36216 -0.24854
3.40729 -0.35939
3.40913 -0.36807
3.42501 -0.36593
3.40758 -0.34587
3.41039 -0.32235
3.43752 -0.39188
3.38050 -0.29606
3.40060 -0.34198
3.42071 -0.35188
3.41360 -0.36320
3.41569 -0.38780
3.43675 -0.38841
3.40959 -0.35253
3.34849 -0.23474
3.42416 -0.35979
3.40205 -0.34229
3.40095 -0.33374
3.40829 -0.35720
3.43324 -0.40321
3.40875 -0.35354
3.41233 -0.32570
3.44316 -0.40415
3.44552 -0.38844
3.41938 -0.38010
3.46346 -0.43380
3.39577 -0.32442
3.34989 -0.25676
3.42857 -0.38119
3.42932 -0.34716
3.40759 -0.36612
3.40689 -0.34202
3.39765 -0.31529
3.40824 -0.33739
3.40251 -0.31719
3.41508 -0.38066
3.40279 -0.32588
3.41878 -0.35082
3.45788 -0.45229
3.40211 -0.36028
3.37776 -0.29599
3.40590 -0.34045
3.41614 -0.34772
3.38894 -0.30636
3.41371 -0.35088
3.41708 -0.34691
3.42360 -0.38577
3.41511 -0.33347
3.38142 -0.27376
3.39184 -0.30805
3.41368 -0.34223
3.39225 -0.33617
3.37839 -0.31934
3.39661 -0.33708
3.40796 -0.34699
3.35564 -0.25660
3.42646 -0.35610
3.40072 -0.32537
3.40821 -0.35605
3.41237 -0.34213
3.36920 -0.27482
3.42884 -0.39318
3.41709 -0.36171
3.40781 -0.32474
3.41301 -0.34576
3.41576 -0.34476
3.40393 -0.31579
3.36015 -0.24860
3.41357 -0.34903
3.46656 -0.42730
3.40858 -0.34551
3.41624 -0.35687
3.44417 -0.38339
3.41273 -0.35027
3.39241 -0.30343
3.41557 -0.35714
3.41225 -0.37221
3.40220 -0.30541
3.42924 -0.36559
3.43082 -0.34583
3.36948 -0.26461
3.39575 -0.32362
3.42487 -0.37874
3.40482 -0.33266
3.39011 -0.31081
3.39693 -0.32960
3.44741 -0.34979
3.36709 -0.28721
3.42280 -0.37644
3.43499 -0.39231
3.43269 -0.40234
3.39309 -0.29360
3.42031 -0.35502
3.40856 -0.35721
3.40961 -0.34878
3.43911 -0.36169
3.41717 -0.34773
3.42332 -0.36163
3.41744 -0.35508
3.43905 -0.41780
3.43103 -0.37715
3.43333 -0.39985
3.39420 -0.33531
3.38084 -0.29920
3.43898 -0.37694
3.40273 -0.34027
3.40504 -0.31774
3.41586 -0.33527
3.43656 -0.37977
3.43220 -0.36970
3.38571 -0.30550
3.37055 -0.27897
3.40099 -0.32581
3.39899 -0.34003
3.40622 -0.32110
3.43796 -0.39417
3.45656 -0.43376
3.38387 -0.28629
3.42431 -0.37327
3.44904 -0.39815
3.39473 -0.32795
3.42011 -0.37260
3.43533 -0.37127
3.39086 -0.31028
3.42229 -0.36093
3.40256 -0.32667
3.42505 -0.37953
3.38272 -0.32204
3.41311 -0.34332
3.46277 -0.44265
3.41836 -0.37080
3.40533 -0.32921
3.45488 -0.40256
3.39668 -0.31235
3.39758 -0.34741
3.43538 -0.38621
3.43533 -0.38347
3.39714 -0.33397
3.38552 -0.28990
3.40876 -0.33858
3.42207 -0.35387
3.40248 -0.31580
3.39931 -0.33455
3.38624 -0.30706
3.43418 -0.38959
3.38679 -0.29372
3.42762 -0.37165
3.39542 -0.29899
3.40537 -0.34114
3.43764 -0.38629
3.40427 -0.33386
3.43136 -0.37798
3.43827 -0.39133
3.40640 -0.34765
3.41244 -0.36710
3.38642 -0.32679
3.45973 -0.46282
3.44809 -0.40556
3.38138 -0.30915
3.43119 -0.39983
3.40009 -0.33951
3.40556 -0.33612
3.43266 -0.38424
3.40819 -0.33625
3.41766 -0.34372
3.39406 -0.32914
3.41754 -0.38641
3.40376 -0.32745
3.41946 -0.37374
3.39856 -0.34964
3.39299 -0.31160
3.40145 -0.31037
3.43788 -0.39982
3.39804 -0.30565
3.41489 -0.37136
3.40071 -0.32412
3.41755 -0.35272
3.41703 -0.36565
3.39765 -0.33248
3.42349 -0.36969
3.40927 -0.34156
3.39277 -0.31599
3.44579 -0.41141
3.39310 -0.32562
3.38887 -0.34156
3.41952 -0.37056
3.42111 -0.37854
3.38990 -0.32504
3.41884 -0.36014
3.42999 -0.38218
3.42084 -0.37135
3.41717 -0.36074
3.44200 -0.40370
3.42013 -0.35427
3.37436 -0.27863
3.39649 -0.30421
3.37475 -0.27755
3.41221 -0.34499
3.39565 -0.30682
3.41768 -0.36564
3.47559 -0.45263
3.40140 -0.34237
3.40625 -0.36190
3.42143 -0.37590
3.40619 -0.32914
3.39845 -0.32764
3.42333 -0.36555
3.41379 -0.35693
3.42179 -0.36203
3.41978 -0.33752
3.39669 -0.31147
3.39690 -0.32727
3.41756 -0.35332
3.42555 -0.40572
3.40518 -0.34096
3.42804 -0.36405
3.39949 -0.33216
3.38859 -0.32306
3.41955 -0.36999
3.40341 -0.33950
3.41076 -0.34223
3.41741 -0.34270
3.40625 -0.33279
3.41911 -0.35585
3.42669 -0.36302
3.39050 -0.30660
3.38243 -0.27873
3.40160 -0.32560
3.42100 -0.36466
3.39752 -0.31826
3.40309 -0.33784
3.41455 -0.34263
3.42173 -0.36904
3.39998 -0.31472
3.39368 -0.32421
3.41697 -0.34527
3.40949 -0.32434
3.39122 -0.30682
3.45656 -0.38845
3.39027 -0.31278
3.41550 -0.37562
3.39139 -0.30120
3.40783 -0.34432
3.40295 -0.33408
3.40247 -0.33458
3.41708 -0.34006
3.43416 -0.39340
3.43810 -0.39961
3.40605 -0.33143
3.43661 -0.38306
3.40290 -0.33059
3.42650 -0.39476
3.41056 -0.34061
3.44910 -0.40969
3.41612 -0.35167
3.41639 -0.35483
3.39178 -0.30099
3.42172 -0.35348
3.40655 -0.34197
3.40059 -0.33616
3.42162 -0.37509
3.38983 -0.32500
3.39616 -0.33144
3.43743 -0.41001
3.43319 -0.37739
3.43835 -0.37173
3.40399 -0.34024
3.41707 -0.34847
3.40428 -0.32820
3.44759 -0.38654
3.39443 -0.31310
3.39949 -0.32713
3.39173 -0.31067
3.42367 -0.35481
3.41423 -0.33252
3.49283 -0.45307
3.40538 -0.29962
3.44771 -0.40728
3.38881 -0.29062
3.42287 -0.36064
3.42477 -0.37523
3.43551 -0.39174
3.39909 -0.32668
3.39881 -0.33654
3.41094 -0.33632
3.44529 -0.40170
3.44554 -0.41048
3.39158 -0.32665
3.42111 -0.35743
3.44379 -0.40378
3.40578 -0.31242
3.39308 -0.31573
3.41810 -0.35141
3.41711 -0.32880
3.40621 -0.31399
3.41924 -0.33995
3.41045 -0.36327
3.37582 -0.27078
3.43078 -0.36727
3.39578 -0.32160
3.40738 -0.32064
3.41452 -0.34364
3.41003 -0.35319
3.44718 -0.40647
3.39509 -0.32874
3.42162 -0.35815
3.40791 -0.34403
3.40701 -0.34595
3.43448 -0.40758
3.43942 -0.41075
3.40308 -0.32661
3.42784 -0.37606
3.44995 -0.41006
3.43912 -0.37477
3.40281 -0.33655
3.41303 -0.34562
3.40510 -0.33603
3.40960 -0.34360
3.41299 -0.35609
3.40889 -0.33870
3.40839 -0.35551
3.42593 -0.36748
3.42539 -0.39291
3.39439 -0.32282
3.39909 -0.32005
3.38111 -0.31677
3.39583 -0.32913
3.45119 -0.43876
3.40860 -0.35371
3.44380 -0.38191
3.42974 -0.37022
3.41765 -0.36377
3.37931 -0.27310
3.40115 -0.32798
3.40483 -0.33054
3.41760 -0.36484
3.40564 -0.35034
3.44991 -0.40609
3.42700 -0.35034
3.41973 -0.36421
3.37106 -0.25946
3.42060 -0.38946
3.41264 -0.35628
3.39167 -0.32952
3.41067 -0.35204
3.37603 -0.27632
3.40368 -0.32191
3.38467 -0.30381
3.38188 -0.29618
3.40012 -0.33017
3.38571 -0.29715
3.40122 -0.32360
3.45524 -0.40622
3.41978 -0.37583
3.40062 -0.31044
3.43295 -0.39363
3.40558 -0.34925
3.40055 -0.33633
3.44269 -0.40646
3.42396 -0.37554
3.45362 -0.41676
3.40991 -0.34691
3.42375 -0.35706
3.41175 -0.34002
3.42385 -0.34662
3.38326 -0.29700
3.39714 -0.32486
3.38432 -0.27635
3.39627 -0.33042
3.37396 -0.29449
3.39177 -0.32245
3.40008 -0.32787
3.37201 -0.27546
3.39836 -0.31377
3.39135 -0.33805
3.39386 -0.32071
3.40052 -0.32481
3.40518 -0.35559
3.40785 -0.34224
3.41984 -0.35114
3.41520 -0.34742
3.42248 -0.36393
3.41611 -0.36308
3.39562 -0.34197
3.40180 -0.32888
3.46324 -0.40624
3.42124 -0.35160
3.40585 -0.33647
3.40780 -0.34041
3.40067 -0.35483
3.40837 -0.31662
3.38639 -0.32185
3.40705 -0.34442
3.38975 -0.30693
3.39371 -0.32664
3.39583 -0.34116
3.42176 -0.36068
3.41145 -0.34221
3.40892 -0.33532
3.40445 -0.33151
3.40246 -0.32263
3.40792 -0.32399
3.39052 -0.30783
3.36944 -0.29244
3.42759 -0.37628
3.38610 -0.30104
3.40438 -0.33182
3.38287 -0.29828
3.39550 -0.32066
3.46013 -0.42815
3.38390 -0.31542
3.40471 -0.32626
3.37681 -0.28711
3.42226 -0.38679
3.42510 -0.38272
3.41363 -0.35436
3.41748 -0.34355
3.41037 -0.32980
3.41822 -0.36626
3.38098 -0.29417
3.40589 -0.33945
3.44697 -0.41040
3.40356 -0.30935
3.39696 -0.32712
3.40083 -0.33540
3.39856 -0.31084
3.39454 -0.30776
3.42624 -0.37445
3.39777 -0.33948
3.39791 -0.32104
3.39791 -0.30545
3.39601 -0.30373
3.43397 -0.34912
3.38086 -0.31512
3.38819 -0.29792
3.39579 -0.32978
3.43696 -0.38884
3.36879 -0.28236
3.41813 -0.37565
3.39998 -0.32309
3.41451 -0.35739
3.41934 -0.38241
3.41441 -0.34612
3.39525 -0.32395
3.40487 -0.34370
3.43794 -0.39262
3.44418 -0.40337
3.39644 -0.33595
3.39745 -0.31602
3.43663 -0.40746
3.42772 -0.35967
3.43745 -0.42446
3.39468 -0.31512
3.39059 -0.30804
3.44688 -0.39378
3.44379 -0.38977
3.39868 -0.34430
3.38252 -0.29629
3.43129 -0.37146
3.40669 -0.33960
3.40010 -0.30081
3.46280 -0.43998
3.44224 -0.40994
3.39379 -0.32142
3.45029 -0.40593
3.44061 -0.38140
3.43763 -0.38915
3.38569 -0.32704
3.40710 -0.34949
3.41976 -0.34421
3.42852 -0.38106
3.43047 -0.37563
3.42322 -0.34984
3.41996 -0.35636
3.40411 -0.32754
3.43731 -0.36632
3.41397 -0.36394
3.42130 -0.37534
3.38995 -0.30689
3.42115 -0.36653
3.40404 -0.31912
3.38967 -0.31795
3.40032 -0.33890
3.39274 -0.28995
3.41281 -0.34273
3.41889 -0.38864
3.42446 -0.35894
3.42220 -0.34749
3.43026 -0.38519
3.40124 -0.34833
3.43099 -0.36621
3.38303 -0.29145
3.40661 -0.34858
3.44934 -0.42404
3.39335 -0.31938
3.38982 -0.32343
3.44091 -0.39218
3.43154 -0.36578
3.45432 -0.41770
3.39841 -0.30542
3.46488 -0.43873
3.38779 -0.30429
3.39060 -0.31014
3.40072 -0.35027
3.40768 -0.33659
3.42043 -0.36092
3.41104 -0.33982
3.35723 -0.23902
3.37478 -0.27226
3.42825 -0.37323
3.40753 -0.34568
3.41771 -0.34613
3.47732 -0.42699
3.43103 -0.35154
3.40934 -0.35792
3.40488 -0.32170
3.43185 -0.40458
3.36563 -0.27669
3.42428 -0.38327
3.38218 -0.30974
3.40186 -0.31744
3.40213 -0.32413
3.40199 -0.33932
3.42084 -0.38389
3.41714 -0.36066
3.41767 -0.34743
3.40488 -0.32821
3.47066 -0.42312
3.37627 -0.27080
3.37041 -0.25059
3.39609 -0.32173
3.45049 -0.40861
3.41687 -0.35199
3.42810 -0.37778
3.43481 -0.37644
3.41448 -0.33935
3.40838 -0.32483
3.40515 -0.34315
3.46330 -0.44228
3.40780 -0.35020
3.40639 -0.35188
3.39345 -0.30024
3.39773 -0.31969
3.42546 -0.37950
3.45831 -0.41698
3.38675 -0.30250
3.41548 -0.34338
3.41712 -0.35662
3.39267 -0.30768
3.41622 -0.36460
3.40544 -0.31662
3.39734 -0.30676
3.35325 -0.26967
3.40031 -0.32479
3.40220 -0.34634
3.39528 -0.32189
3.41833 -0.38355
3.37433 -0.26687
3.39841 -0.32651
3.41318 -0.33848
3.44898 -0.40579
3.40046 -0.32356
3.42293 -0.37357
3.38796 -0.30943
3.45964 -0.42818
3.40986 -0.32903
3.43003 -0.35572
3.41675 -0.36683
3.39571 -0.28874
3.42227 -0.34366
3.42085 -0.36739
3.41538 -0.36140
3.42059 -0.36418
3.40220 -0.33232
3.38597 -0.29894
3.48219 -0.43848
3.44767 -0.39399
3.42951 -0.38911
3.38550 -0.30504
3.38593 -0.32395
3.42291 -0.37057
3.39028 -0.31135
3.38539 -0.29629
3.42527 -0.34184
3.41314 -0.34750
3.38726 -0.29798
3.40124 -0.33502
3.43922 -0.39769
3.41915 -0.36872
3.36992 -0.30108
3.43828 -0.37323
3.42407 -0.36360
3.39462 -0.31450
3.41339 -0.35032
3.41021 -0.31021
3.43282 -0.39139
3.42412 -0.36885
3.42781 -0.39432
3.40291 -0.32752
3.42603 -0.38136
3.43319 -0.35679
3.39481 -0.33235
3.41588 -0.34647
3.45300 -0.40814
3.40822 -0.35190
3.41952 -0.35109
3.39436 -0.31624
3.41868 -0.35567
3.40519 -0.33328
3.41271 -0.34710
3.38333 -0.28921
3.41324 -0.35819
3.41535 -0.33028
3.40004 -0.33753
3.42982 -0.34970
3.42934 -0.36281
3.43552 -0.38745
3.40844 -0.33790
3.40816 -0.34719
3.40874 -0.33896
3.40928 -0.35641
3.42302 -0.37393
3.42327 -0.39566
3.41903 -0.36253
3.42838 -0.38103
3.37846 -0.29433
3.40180 -0.33357
3.43548 -0.37662
3.39663 -0.32852
3.43856 -0.39937
3.38569 -0.30265
3.41042 -0.35664
3.40064 -0.31075
3.44687 -0.40267
3.41673 -0.34936
3.38683 -0.30819
3.38308 -0.30316
3.41196 -0.35645
3.39407 -0.32314
3.41143 -0.38573
3.38149 -0.31145
3.40134 -0.31785
3.36953 -0.28274
3.42508 -0.34489
3.42930 -0.37509
3.40076 -0.32846
3.39253 -0.31065
3.41001 -0.34363
3.41076 -0.33910
3.39256 -0.31136
3.38682 -0.31293
3.40949 -0.35760
3.41707 -0.33050
3.38861 -0.30155
3.37701 -0.30994
3.45452 -0.40278
3.42127 -0.35197
3.39820 -0.34171
3.37959 -0.29329
3.39556 -0.33896
3.42034 -0.35565
3.39676 -0.32937
3.41152 -0.34236
3.41117 -0.32967
3.36566 -0.25129
3.38546 -0.30575
3.44569 -0.40279
3.46127 -0.43007
3.43048 -0.36317
3.42809 -0.35408
3.42493 -0.37996
3.42771 -0.34909
3.41088 -0.34863
3.41244 -0.34919
3.36321 -0.25977
3.37584 -0.27960
3.43245 -0.37437
3.42139 -0.34953
3.37742 -0.29664
3.42369 -0.37111
3.42042 -0.34990
3.45740 -0.42461
3.40967 -0.35611
3.37939 -0.29260
3.38071 -0.29449
3.42475 -0.37828
3.42948 -0.35324
3.40555 -0.32704
3.42589 -0.35604
3.44284 -0.39881
3.42371 -0.33938
3.40818 -0.35717
3.39968 -0.29441
3.45695 -0.44163
3.39111 -0.33122
3.40692 -0.31777
3.40827 -0.34520
3.42111 -0.36133
3.41331 -0.35292
3.42611 -0.38342
3.42895 -0.35820
3.40584 -0.34242
3.43490 -0.35820
3.42505 -0.35378
3.40883 -0.34372
3.46122 -0.42583
3.38651 -0.30512
3.40740 -0.34272
3.42011 -0.34438
3.42561 -0.38984
3.42383 -0.36407
3.41549 -0.35062
3.37723 -0.29398
3.38962 -0.31213
3.39027 -0.30119
3.38587 -0.30379
3.37044 -0.29482
3.39889 -0.32896
3.40645 -0.32612
3.42491 -0.36487
3.35934 -0.28681
3.40703 -0.34403
3.40137 -0.32446
3.38791 -0.31056
3.36208 -0.28617
3.42071 -0.40353
3.40287 -0.33108
3.41227 -0.34973
3.41135 -0.33973
3.38313 -0.27470
3.39918 -0.32938
3.38867 -0.32201
3.39735 -0.34037
3.41695 -0.36911
3.41382 -0.31652
3.39712 -0.30565
3.41615 -0.35009
3.46114 -0.42464
3.36736 -0.28451
3.41357 -0.34524
3.35566 -0.22485
3.41414 -0.35830
3.42166 -0.38529
3.41795 -0.37592
3.40596 -0.33292
3.41776 -0.35528
3.42278 -0.36906
3.41041 -0.36018
3.41560 -0.36546
3.37033 -0.26857
3.41399 -0.35804
3.37313 -0.28442
3.41251 -0.34984
3.41274 -0.36616
3.39438 -0.32455
3.40214 -0.30881
3.44358 -0.39869
3.39784 -0.33512
3.43007 -0.38348
3.43832 -0.40287
3.38484 -0.33084
3.39563 -0.29253
3.38398 -0.29123
3.37723 -0.29596
3.39387 -0.31866
3.44340 -0.37918
3.42438 -0.36834
3.40526 -0.33921
3.38462 -0.31864
3.40184 -0.33265
3.38070 -0.29760
3.42355 -0.38629
3.40813 -0.33716
3.41480 -0.35484
3.41371 -0.34641
3.41201 -0.37536
3.40701 -0.34865
3.39994 -0.32929
3.41232 -0.36053
3.41242 -0.34304
3.41570 -0.35193
3.40885 -0.32826
3.37096 -0.28517
3.40143 -0.31179
3.37080 -0.27684
3.40112 -0.30956
3.39306 -0.31980
3.40229 -0.32683
3.39688 -0.32953
3.40936 -0.34856
3.36654 -0.25632
3.39797 -0.33468
3.42560 -0.38655
3.40606 -0.33032
3.39508 -0.30627
3.40813 -0.32231
3.41706 -0.36111
3.42003 -0.37851
3.42473 -0.37215
3.40558 -0.36200
3.44772 -0.41341
3.40588 -0.33471
3.42852 -0.37810
3.42552 -0.34630
3.42232 -0.35524
3.38698 -0.28316
3.42088 -0.34298
3.41121 -0.34947
3.37618 -0.30771
3.43083 -0.37745
3.42509 -0.34564
3.41748 -0.36335
3.40279 -0.32290
3.42413 -0.37125
3.38581 -0.29622
3.45235 -0.42964
3.42272 -0.38375
3.40454 -0.32739
3.46419 -0.39832
3.39469 -0.30999
3.40464 -0.34496
3.39311 -0.32006
3.44506 -0.39789
3.40590 -0.33917
3.39128 -0.31404
3.39871 -0.32035
3.40492 -0.34235
3.43739 -0.40056
3.41146 -0.35010
3.41157 -0.36095
3.38249 -0.31267
3.41888 -0.34401
3.41999 -0.37028
3.42465 -0.36614
3.43061 -0.36827
3.38945 -0.31586
3.42700 -0.37171
3.41105 -0.33807
3.42620 -0.37346
3.42048 -0.36908
3.43241 -0.41332
3.43211 -0.37133
3.38889 -0.31193
3.43432 -0.37626
3.40923 -0.34883
3.40490 -0.33944
3.41853 -0.33279
3.40975 -0.35382
3.40875 -0.33321
3.41506 -0.38284
3.40534 -0.35118
3.39319 -0.31689
3.43964 -0.38146
3.42942 -0.37070
3.41066 -0.37184
3.40297 -0.34771
3.36913 -0.28499
3.39449 -0.32600
3.40547 -0.33476
3.44608 -0.41996
3.41520 -0.32262
3.41694 -0.35979
3.42955 -0.36466
3.41903 -0.36759
3.42283 -0.35614
3.44805 -0.44985
3.42490 -0.33445
3.39596 -0.31568
3.42256 -0.36377
3.41810 -0.35344
3.40132 -0.30952
3.42399 -0.37527
3.38188 -0.27409
3.40662 -0.33716
3.39970 -0.34320
3.41816 -0.36833
3.41409 -0.37040
3.39133 -0.29428
3.42876 -0.35289
3.41125 -0.34381
3.40611 -0.33418
3.41535 -0.35372
3.39310 -0.31114
3.40698 -0.34225
3.40934 -0.33835
3.41451 -0.36711
3.43025 -0.37499
3.39596 -0.31568
3.40076 -0.33424
3.45384 -0.40582
3.43679 -0.38078
3.42199 -0.39432
3.41187 -0.36574
3.44253 -0.41103
3.46830 -0.43160
3.40517 -0.33551
3.39785 -0.30639
3.40083 -0.34652
3.41354 -0.34080
3.43464 -0.39140
3.41310 -0.31400
3.40957 -0.35218
3.44800 -0.38123
3.39059 -0.28799
3.34183 -0.21346
3.40074 -0.33547
3.41266 -0.36371
3.46915 -0.45772
3.43229 -0.35287
3.42433 -0.36048
3.43263 -0.37507
3.41455 -0.35758
3.42709 -0.33928
3.38874 -0.32119
3.39671 -0.31113
3.44082 -0.38088
3.42350 -0.36790
3.38849 -0.30290
3.39251 -0.29898
3.45137 -0.40734
3.41536 -0.35287
3.40153 -0.34240
3.38642 -0.30468
3.42151 -0.36698
3.41442 -0.32234
3.42677 -0.37271
3.39107 -0.30267
3.40750 -0.34420
3.41590 -0.35139
3.43219 -0.41419
3.38567 -0.28712
3.42141 -0.37010
3.41733 -0.35287
3.40949 -0.35475
3.42319 -0.36469
3.43048 -0.35615
3.39315 -0.30644
3.42902 -0.36207
3.42681 -0.39196
3.38352 -0.31124
3.39433 -0.32732
3.40792 -0.34523
3.39496 -0.33619
3.38987 -0.31481
3.37017 -0.25676
3.38614 -0.30724
3.38973 -0.31314
3.39556 -0.31744
3.40461 -0.32065
3.43548 -0.37408
3.39700 -0.28773
3.41249 -0.33996
3.43190 -0.39969
3.41204 -0.33332
3.42310 -0.37266
3.40255 -0.33893
3.36899 -0.26717
3.46690 -0.43340
3.42214 -0.35552
3.38613 -0.33741
3.42315 -0.38170
3.36931 -0.27482
3.43763 -0.39087
3.41705 -0.36089
3.40024 -0.33680
3.43632 -0.37868
3.44010 -0.37507
3.40906 -0.35753
3.40763 -0.34697
3.39691 -0.33432
3.40080 -0.33746
3.38395 -0.26916
3.41694 -0.35535
3.39776 -0.31755
3.39371 -0.31021
3.40771 -0.33733
3.46161 -0.43924
3.38079 -0.30024
3.40188 -0.33409
3.41413 -0.36490
3.39316 -0.33280
3.43582 -0.39609
3.41506 -0.33996
3.40307 -0.32633
3.40965 -0.33640
3.40078 -0.32065
3.38292 -0.29147
3.40746 -0.33440
3.42537 -0.36466
3.40550 -0.34540
3.42671 -0.38499
3.41328 -0.34569
3.42022 -0.36558
3.37498 -0.27209
3.42366 -0.36098
3.40066 -0.35955
3.41418 -0.33136
3.39883 -0.35679
3.41674 -0.35893
3.45541 -0.42380
3.40848 -0.32188
3.44690 -0.42264
3.38734 -0.30459
3.38120 -0.31613
3.41847 -0.34909
3.38754 -0.29709
3.41781 -0.36920
3.35446 -0.23215
3.41722 -0.35473
3.37151 -0.26723
3.39492 -0.31243
3.35515 -0.25748
3.43072 -0.38278
3.43814 -0.36279
3.40388 -0.33413
3.41141 -0.31786
3.42392 -0.35906
3.42909 -0.36872
3.42866 -0.34160
3.40065 -0.32352
3.40240 -0.32885
3.40404 -0.33050
3.42845 -0.35413
3.41420 -0.34322
3.40155 -0.32999
3.42778 -0.37449
3.41188 -0.34484
3.42942 -0.38733
3.39694 -0.32720
3.39347 -0.31720
3.43684 -0.36345
3.39725 -0.30884
3.40518 -0.34558
3.41392 -0.35673
3.41175 -0.35811
3.40797 -0.34506
3.43292 -0.36733
3.40037 -0.32741
3.40446 -0.31655
3.42672 -0.37400
3.41449 -0.35277
3.43211 -0.37543
3.38915 -0.32134
3.42858 -0.38215
3.41718 -0.37016
3.42016 -0.35264
3.39448 -0.32538
3.43199 -0.37967
3.39089 -0.31045
3.41977 -0.36890
3.43075 -0.38730
3.39977 -0.32795
3.40242 -0.34779
3.41301 -0.35295
3.37747 -0.29499
3.40372 -0.33367
3.41128 -0.34664
3.38848 -0.30887
3.42699 -0.38439
3.40151 -0.34508
3.42103 -0.36100
3.39261 -0.31705
3.39198 -0.31334
3.43707 -0.40149
3.43614 -0.35331
3.44043 -0.37484
3.39617 -0.33176
3.37476 -0.30276
