# ra dec
3.43078 -0.41333
3.42208 -0.38146
3.36056 -0.24940
3.40401 -0.32913
3.42482 -0.35130
3.38897 -0.30779
3.44304 -0.40662
3.41595 -0.36352
3.37773 -0.28729
3.41868 -0.32967
3.40302 -0.32478
3.37695 -0.28656
3.39854 -0.32039
3.41496 -0.35456
3.42026 -0.32939
3.41055 -0.33190
3.39356 -0.32892
3.42532 -0.37111
3.40051 -0.34510
3.42371 -0.35550
3.41467 -0.34701
3.44275 -0.38743
3.35967 -0.25949
3.42272 -0.38530
3.35932 -0.27032
3.39756 -0.33271
3.40511 -0.30634
3.41969 -0.37952
3.42521 -0.35196
3.43948 -0.42352
3.43535 -0.38393
3.43689 -0.40742
3.42463 -0.36135
3.37784 -0.27528
3.42760 -0.36995
3.42564 -0.37940
3.43364 -0.38465
3.41104 -0.34119
3.38424 -0.31428
3.40808 -0.34148
3.41929 -0.37240
3.39299 -0.30005
3.40778 -0.32428
3.37979 -0.28701
3.40944 -0.33866
3.38702 -0.29740
3.42767 -0.40458
3.40446 -0.34915
3.44014 -0.40259
3.36841 -0.25552
3.41240 -0.36156
3.44458 -0.41859
3.40527 -0.35588
3.40324 -0.32680
3.40686 -0.34253
3.45540 -0.41276
3.41127 -0.33103
3.41327 -0.37347
3.40823 -0.34229
3.41056 -0.33879
3.43604 -0.37959
3.40001 -0.33129
3.44372 -0.39596
3.39566 -0.32724
3.40178 -0.31400
3.43879 -0.41238
3.39681 -0.31697
3.39860 -0.32826
3.45174 -0.39983
3.52030 -0.50003
3.39999 -0.33789
3.43216 -0.37565
3.40795 -0.33805
3.37976 -0.29865
3.39436 -0.31212
3.44543 -0.39265
3.39030 -0.32596
3.37577 -0.29709
3.37630 -0.28431
3.40460 -0.34005
3.37903 -0.29829
3.41176 -0.36122
3.41371 -0.36720
3.39218 -0.33136
3.39513 -0.32184
3.42416 -0.35602
3.39564 -0.31564
3.40145 -0.31905
3.42103 -0.36765
3.40193 -0.31723
3.42092 -0.36813
3.42793 -0.37016
3.38999 -0.30907
3.41493 -0.36082
3.39584 -0.30221
3.43086 -0.38693
3.40532 -0.36153
3.44476 -0.39044
3.44988 -0.39464
3.37373 -0.28391
3.40636 -0.32964
3.39856 -0.31324
3.41877 -0.37687
3.36039 -0.26488
3.45595 -0.40515
3.40963 -0.34389
3.42011 -0.37641
3.40360 -0.31129
3.41782 -0.32845
3.44488 -0.42068
3.39605 -0.31386
3.38359 -0.30118
3.40776 -0.34052
3.45094 -0.40937
3.38342 -0.29584
3.40785 -0.34604
3.41218 -0.33177
3.43532 -0.38757
3.38724 -0.32723
3.40691 -0.33746
3.40641 -0.36441
3.39501 -0.32710
3.40797 -0.35266
3.39940 -0.32209
3.41168 -0.34617
3.36037 -0.26777
3.40167 -0.30005
3.39618 -0.30914
3.41180 -0.33951
3.35655 -0.26185
3.38539 -0.29303
3.40674 -0.32530
3.39937 -0.32098
3.39863 -0.32531
3.43040 -0.37244
3.41002 -0.34335
3.38552 -0.26930
3.39282 -0.30850
3.39959 -0.34052
3.41442 -0.34445
3.38859 -0.29503
3.43367 -0.41982
3.37099 -0.25102
3.38318 -0.28923
3.42260 -0.39668
3.43350 -0.40438
3.39689 -0.31123
3.39692 -0.32011
3.43377 -0.37831
3.40789 -0.34288
3.41794 -0.35066
3.37354 -0.28131
3.42858 -0.39968
3.38204 -0.29767
3.43872 -0.41764
3.41372 -0.34669
3.45280 -0.40591
3.42012 -0.36078
3.44106 -0.39581
3.40289 -0.32353
3.40859 -0.34713
3.39689 -0.30636
3.37840 -0.29479
3.42995 -0.37043
3.43214 -0.36994
3.39969 -0.34447
3.38449 -0.29335
3.41726 -0.33276
3.38551 -0.29496
3.38070 -0.30627
3.42912 -0.37119
3.40816 -0.34596
3.41275 -0.33542
3.45483 -0.44090
3.37740 -0.26811
3.39889 -0.32131
3.46673 -0.44427
3.45145 -0.41520
3.39496 -0.31987
3.39721 -0.33773
3.43511 -0.39656
3.41147 -0.32060
3.39457 -0.31248
3.41952 -0.37120
3.41893 -0.32232
3.38626 -0.33403
3.38288 -0.32769
3.42393 -0.36599
3.39597 -0.34978
3.38469 -0.31847
3.43664 -0.37375
3.36831 -0.28518
3.41713 -0.35284
3.38402 -0.30768
3.41586 -0.35037
3.40601 -0.33578
3.40054 -0.31903
3.42813 -0.37821
3.39964 -0.32282
3.40515 -0.33767
3.38828 -0.32564
3.40675 -0.35598
3.39128 -0.30309
3.41965 -0.36585
3.39992 -0.31373
3.39978 -0.33360
3.37377 -0.28022
3.40466 -0.32291
3.36962 -0.28394
3.43110 -0.41410
3.41525 -0.34552
3.45107 -0.43901
3.39979 -0.35448
3.41930 -0.32158
3.40792 -0.32859
3.37866 -0.30219
3.38108 -0.31400
3.38148 -0.29352
3.41781 -0.37597
3.40331 -0.34147
3.42177 -0.37509
3.41334 -0.31714
3.43783 -0.39236
3.40992 -0.34045
3.41769 -0.36563
3.41170 -0.35319
3.40335 -0.31338
3.41527 -0.35036
3.41475 -0.33808
3.41970 -0.35900
3.38919 -0.30752
3.43079 -0.39184
3.39352 -0.31302
3.41912 -0.31973
3.38347 -0.29683
3.40789 -0.34362
3.43211 -0.38691
3.44102 -0.40594
3.39549 -0.31655
3.40995 -0.34439
3.41023 -0.31780
3.39849 -0.33413
3.44026 -0.39217
3.44886 -0.41548
3.39125 -0.29893
3.41268 -0.36490
3.40991 -0.33247
3.41283 -0.34012
3.47795 -0.44328
3.42581 -0.37126
3.45744 -0.41352
3.43370 -0.37487
3.44757 -0.42031
3.41244 -0.35029
3.41167 -0.35345
3.41178 -0.32072
3.39655 -0.33008
3.40057 -0.30329
3.43284 -0.39251
3.41341 -0.36210
3.43597 -0.37957
3.42400 -0.37124
3.42548 -0.36924
3.41911 -0.36401
3.40716 -0.34050
3.40227 -0.33383
3.38238 -0.30178
3.41025 -0.33706
3.42554 -0.37999
3.39679 -0.33720
3.45001 -0.40691
3.38493 -0.30062
3.39309 -0.33230
3.43267 -0.38130
3.39220 -0.30083
3.41720 -0.38315
3.42562 -0.36868
3.39237 -0.31988
3.39735 -0.32614
3.37649 -0.28499
3.39947 -0.34909
3.40464 -0.32147
3.37551 -0.31181
3.39688 -0.32737
3.41857 -0.34359
3.41718 -0.35561
3.42086 -0.36770
3.43210 -0.35595
3.37887 -0.28883
3.39383 -0.32432
3.36949 -0.29692
3.39730 -0.32658
3.38748 -0.30771
3.39225 -0.31610
3.43154 -0.35978
3.42130 -0.36968
3.39539 -0.32512
3.41405 -0.35100
3.42241 -0.37392
3.42016 -0.35489
3.42065 -0.37989
3.41853 -0.36121
3.39743 -0.31580
3.41325 -0.34560
3.39244 -0.32005
3.40644 -0.33474
3.42146 -0.34809
3.43366 -0.36141
3.39161 -0.31419
3.41550 -0.36599
3.41481 -0.35957
3.39596 -0.31438
3.39138 -0.31085
3.41452 -0.35497
3.42918 -0.36607
3.40863 -0.32465
3.41019 -0.34010
3.43778 -0.37534
3.41989 -0.36011
3.37311 -0.27989
3.40676 -0.33578
3.38271 -0.30991
3.38659 -0.33515
3.43734 -0.38261
3.39374 -0.33331
3.39851 -0.33529
3.39924 -0.31251
3.41818 -0.38907
3.40453 -0.35038
3.40524 -0.35321
3.44286 -0.39562
3.42486 -0.38796
3.45469 -0.40976
3.39129 -0.29689
3.38766 -0.31022
3.42971 -0.38131
3.39004 -0.29745
3.41795 -0.35217
3.42233 -0.33630
3.42135 -0.37566
3.39858 -0.30946
3.41560 -0.35247
3.39803 -0.31362
3.41559 -0.34617
3.40485 -0.33612
3.42293 -0.37153
3.43457 -0.39327
3.39675 -0.32913
3.39753 -0.32839
3.42261 -0.32686
3.40107 -0.28373
3.42985 -0.39106
3.41637 -0.37231
3.41147 -0.34681
3.44173 -0.41386
3.41806 -0.36009
3.42955 -0.40065
3.41692 -0.37113
3.38357 -0.29535
3.39497 -0.29937
3.38996 -0.31154
3.38921 -0.33567
3.40851 -0.33605
3.42808 -0.40148
3.41667 -0.34341
3.41203 -0.34715
3.41274 -0.34749
3.39566 -0.32576
3.39634 -0.33529
3.41286 -0.32554
3.38390 -0.29321
3.42184 -0.36333
3.43033 -0.39959
3.41155 -0.33413
3.39023 -0.31159
3.39835 -0.32209
3.44858 -0.42783
3.40728 -0.33874
3.40566 -0.32357
3.38896 -0.31708
3.40555 -0.34327
3.41800 -0.36653
3.41305 -0.35934
3.47805 -0.44942
3.39798 -0.35205
3.39065 -0.29992
3.39138 -0.29996
3.41181 -0.32184
3.40009 -0.33270
3.42866 -0.35161
3.44491 -0.40540
3.41246 -0.34634
3.43997 -0.37448
3.39250 -0.32253
3.44921 -0.41667
3.42819 -0.39448
3.40279 -0.33388
3.38284 -0.29558
3.39138 -0.29813
3.42521 -0.36761
3.40787 -0.33888
3.44563 -0.40573
3.40076 -0.32822
3.36593 -0.27195
3.42173 -0.35493
3.44004 -0.36167
3.41399 -0.36814
3.36529 -0.28881
3.42341 -0.37143
3.39574 -0.31459
3.38191 -0.30476
3.44252 -0.39134
3.40281 -0.32684
3.43237 -0.35391
3.43673 -0.40218
3.43450 -0.40636
3.43775 -0.40684
3.42053 -0.37397
3.43570 -0.34576
3.40072 -0.32848
3.42663 -0.37993
3.43096 -0.36651
3.42216 -0.38699
3.40430 -0.34199
3.40919 -0.33753
3.42487 -0.39837
3.42918 -0.36973
3.42084 -0.37597
3.40768 -0.32077
3.43420 -0.34934
3.40860 -0.35408
3.41447 -0.35429
3.40954 -0.32912
3.44267 -0.41333
3.44050 -0.36446
3.41683 -0.34383
3.40663 -0.31250
3.39510 -0.33144
3.38393 -0.31199
3.42156 -0.36929
3.39657 -0.30921
3.39886 -0.31202
3.40646 -0.31623
3.40533 -0.37372
3.45366 -0.42647
3.36561 -0.26965
3.42352 -0.41508
3.39862 -0.33120
3.39172 -0.30942
3.38039 -0.29247
3.40556 -0.33780
3.42699 -0.32139
3.45637 -0.43888
3.41470 -0.35520
3.40844 -0.32252
3.39180 -0.29841
3.37340 -0.29538
3.40450 -0.36213
3.37365 -0.25484
3.38789 -0.33550
3.35970 -0.25766
3.43344 -0.36287
3.41917 -0.36988
3.41090 -0.38146
3.44185 -0.38252
3.37233 -0.27414
3.41376 -0.34259
3.40489 -0.35586
3.39837 -0.31769
3.42151 -0.35696
3.40827 -0.33801
3.44299 -0.37118
3.38775 -0.30700
3.39741 -0.32844
3.43455 -0.39015
3.41172 -0.34215
3.41129 -0.36620
3.39505 -0.32304
3.38860 -0.31018
3.40265 -0.34008
3.39151 -0.31016
3.39834 -0.33817
3.43222 -0.38803
3.38481 -0.31082
3.41145 -0.32517
3.40939 -0.33051
3.41048 -0.32327
3.42407 -0.36407
3.40488 -0.33387
3.41448 -0.35922
3.39814 -0.32372
3.40829 -0.34769
3.41660 -0.36303
3.37616 -0.29400
3.38857 -0.28379
3.41835 -0.33532
3.39981 -0.33131
3.42563 -0.37607
3.41164 -0.36698
3.36089 -0.28823
3.40180 -0.32360
3.42527 -0.35563
3.42859 -0.36905
3.40924 -0.35247
3.44745 -0.40674
3.40822 -0.34897
3.40673 -0.29544
3.42108 -0.36387
3.38838 -0.30637
3.38025 -0.28611
3.40023 -0.32652
3.40158 -0.33481
3.41919 -0.34515
3.40980 -0.34253
3.43868 -0.39333
3.41886 -0.35211
3.36325 -0.25573
3.39923 -0.32451
3.40471 -0.32951
3.37911 -0.26136
3.43082 -0.40102
3.42435 -0.35641
3.44120 -0.38181
3.41101 -0.32941
3.38809 -0.29598
3.41343 -0.34957
3.41261 -0.34960
3.40503 -0.34965
3.43290 -0.38133
3.39108 -0.31888
3.42247 -0.34591
3.37743 -0.27701
3.41950 -0.37494
3.43713 -0.37122
3.42323 -0.36341
3.38843 -0.29883
3.40271 -0.35307
3.38597 -0.29440
3.42794 -0.37047
3.42366 -0.36392
3.36887 -0.27429
3.41158 -0.33560
3.39880 -0.30776
3.38423 -0.29879
3.38304 -0.30943
3.45214 -0.42255
3.40192 -0.32681
3.40696 -0.34233
3.41454 -0.34829
3.44173 -0.41744
3.45794 -0.40500
3.38895 -0.30719
3.39521 -0.32406
3.40218 -0.29190
3.39653 -0.34679
3.38591 -0.29567
3.41239 -0.36214
3.42486 -0.39400
3.38108 -0.27713
3.39025 -0.31644
3.41525 -0.35683
3.42180 -0.37658
3.43117 -0.37969
3.37067 -0.27251
3.38622 -0.33454
3.41771 -0.35844
3.42255 -0.37426
3.48588 -0.45522
3.37969 -0.29692
3.42041 -0.35633
3.41091 -0.36205
3.44227 -0.40626
3.41322 -0.33780
3.41457 -0.35479
3.39114 -0.33377
3.41060 -0.33902
3.39088 -0.30147
3.40974 -0.33526
3.46171 -0.38776
3.40717 -0.33591
3.41655 -0.34668
3.40366 -0.33383
3.39513 -0.31547
3.44627 -0.39193
3.40234 -0.34735
3.40287 -0.32309
3.37317 -0.28414
3.41654 -0.36668
3.41444 -0.36535
3.42529 -0.38196
3.41492 -0.35610
3.42699 -0.37776
3.39626 -0.32689
3.40490 -0.33913
3.39502 -0.33066
3.43019 -0.40053
3.40877 -0.34351
3.42585 -0.37974
3.40213 -0.32915
3.45954 -0.43045
3.38198 -0.31640
3.41450 -0.34645
3.41137 -0.34054
3.43475 -0.41201
3.43257 -0.40163
3.38022 -0.30074
3.38726 -0.33508
3.41946 -0.36575
3.41706 -0.35763
3.38831 -0.31196
3.41721 -0.35170
3.40526 -0.34139
3.43703 -0.38720
3.42401 -0.35382
3.39043 -0.30395
3.42817 -0.39965
3.40394 -0.30684
3.40817 -0.34363
3.45979 -0.39070
3.42431 -0.38464
3.40688 -0.32488
3.38530 -0.29914
3.40364 -0.33387
3.39090 -0.29805
3.42652 -0.37446
3.40995 -0.33603
3.40479 -0.34715
3.41165 -0.35030
3.41691 -0.36202
3.39636 -0.32262
3.42220 -0.35704
3.40876 -0.35513
3.38429 -0.30451
3.38859 -0.31797
3.36260 -0.28263
3.40627 -0.33792
3.39120 -0.33114
3.40779 -0.33980
3.41236 -0.35122
3.41355 -0.34096
3.40565 -0.33389
3.40493 -0.33463
3.39016 -0.30196
3.43745 -0.40982
3.42009 -0.35826
3.40945 -0.38401
3.43168 -0.38869
3.41298 -0.34056
3.43028 -0.38863
3.37986 -0.29722
3.38854 -0.31057
3.45320 -0.40580
3.41901 -0.35127
3.39116 -0.32401
3.38268 -0.29763
3.40618 -0.35096
3.42457 -0.37704
3.42058 -0.35368
3.42783 -0.35751
3.41958 -0.33685
3.43929 -0.39897
3.39589 -0.32021
3.42078 -0.36012
3.42155 -0.35665
3.38648 -0.27595
3.41630 -0.37062
3.43117 -0.39950
3.41196 -0.34015
3.39764 -0.33418
3.42122 -0.37762
3.37782 -0.28736
3.41357 -0.36566
3.40363 -0.31416
3.39506 -0.31606
3.39115 -0.32523
3.41452 -0.36371
3.35052 -0.24695
3.43830 -0.40246
3.39460 -0.31906
3.43565 -0.38985
3.39138 -0.30451
3.36118 -0.26182
3.41348 -0.34342
3.40993 -0.37712
3.39782 -0.30843
3.44135 -0.39528
3.38329 -0.28586
3.46209 -0.43022
3.41140 -0.35122
3.43804 -0.39272
3.42729 -0.37351
3.40246 -0.31545
3.43948 -0.42352
3.44503 -0.39655
3.43407 -0.38691
3.38185 -0.28903
3.42766 -0.33950
3.46576 -0.41898
3.44643 -0.41555
3.42037 -0.35725
3.40258 -0.32605
3.40784 -0.34078
3.38997 -0.31517
3.41661 -0.33609
3.41915 -0.36302
3.40379 -0.34759
3.40895 -0.33484
3.39057 -0.31464
3.37302 -0.30342
3.41049 -0.32977
3.41049 -0.32940
3.39917 -0.31158
3.41410 -0.35217
3.40076 -0.29921
3.39408 -0.31411
3.42105 -0.35093
3.38915 -0.31059
3.38782 -0.31147
3.38573 -0.31619
3.39897 -0.32625
3.45369 -0.41391
3.42289 -0.35637
3.43119 -0.37805
3.41131 -0.34676
3.41168 -0.33766
3.42183 -0.36117
3.42055 -0.33443
3.43053 -0.37890
3.40556 -0.34537
3.40566 -0.33357
3.40183 -0.33740
3.36085 -0.26294
3.42673 -0.38403
3.39410 -0.31611
3.43040 -0.39017
3.48032 -0.43359
3.40880 -0.34285
3.38534 -0.27369
3.40923 -0.35174
3.41241 -0.36309
3.43264 -0.40809
3.40994 -0.35387
3.40807 -0.32431
3.43837 -0.39595
3.40914 -0.32909
3.39041 -0.31957
3.39622 -0.32574
3.42255 -0.37649
3.45578 -0.42233
3.37503 -0.27938
3.44030 -0.40665
3.40436 -0.34436
3.39105 -0.32864
3.40733 -0.33174
3.43276 -0.36828
3.41749 -0.36710
3.41672 -0.35199
3.41798 -0.34672
3.39335 -0.32341
3.40100 -0.33860
3.46320 -0.45574
3.42460 -0.38503
3.39769 -0.32753
3.37595 -0.30207
3.37926 -0.29128
3.39978 -0.31838
3.38313 -0.31106
3.42307 -0.36979
3.39518 -0.31158
3.43136 -0.37361
3.43379 -0.38233
3.44646 -0.39721
3.38264 -0.28731
3.42424 -0.37765
3.40315 -0.33050
3.37459 -0.28184
3.42399 -0.35924
3.40490 -0.32520
3.40152 -0.31412
3.38331 -0.29183
3.40994 -0.35230
3.44551 -0.40714
3.41105 -0.34889
3.39996 -0.33689
3.39612 -0.32383
3.41380 -0.34281
3.39354 -0.31322
3.43902 -0.39133
3.37889 -0.30560
3.39773 -0.30634
3.41619 -0.34677
3.41955 -0.36350
3.39089 -0.32755
3.42704 -0.36663
3.40779 -0.34894
3.43822 -0.38615
3.39053 -0.30825
3.38963 -0.31287
3.44376 -0.39392
3.43711 -0.38925
3.39968 -0.32683
3.39386 -0.30345
3.40003 -0.31512
3.40287 -0.33584
3.41297 -0.36292
3.41737 -0.37052
3.45244 -0.41753
3.44524 -0.42471
3.41594 -0.35305
3.41758 -0.36867
3.41036 -0.32571
3.39984 -0.32492
3.41484 -0.35910
3.43308 -0.38141
3.40517 -0.33333
3.40035 -0.33309
3.40987 -0.35388
3.44745 -0.40212
3.45514 -0.42434
3.41263 -0.34550
3.42581 -0.35709
3.40077 -0.35295
3.44386 -0.38541
3.40976 -0.34173
3.39039 -0.31378
3.40666 -0.34685
3.38347 -0.29255
3.40848 -0.30997
3.39617 -0.32140
3.42646 -0.36740
3.38308 -0.31360
3.39316 -0.30050
3.36960 -0.28154
3.42211 -0.34712
3.44560 -0.37976
3.40745 -0.33943
3.37006 -0.27699
3.39884 -0.32292
3.39400 -0.32339
3.41601 -0.35342
3.40456 -0.31730
3.43538 -0.39149
3.41914 -0.37439
3.40836 -0.34138
3.42770 -0.38484
3.42264 -0.37841
3.41250 -0.36988
3.42537 -0.37956
3.41660 -0.36387
3.39513 -0.28945
3.39329 -0.33190
3.38562 -0.30412
3.39647 -0.31253
3.40661 -0.34177
3.39214 -0.33304
3.38318 -0.30340
3.41323 -0.35575
3.37203 -0.28970
3.39251 -0.33724
3.46926 -0.45418
3.43704 -0.35750
3.39920 -0.33782
3.43653 -0.42423
3.39788 -0.32742
3.37895 -0.29177
3.40126 -0.32610
3.38943 -0.30036
3.40978 -0.31619
3.41506 -0.34571
3.42643 -0.37389
3.40655 -0.34040
3.42688 -0.37707
3.43600 -0.39600
3.39191 -0.30719
3.39513 -0.35542
3.44645 -0.38720
3.39803 -0.30138
3.40497 -0.33489
3.38553 -0.31290
3.43558 -0.41909
3.40404 -0.34475
3.39663 -0.32516
3.36255 -0.26797
3.43014 -0.35667
3.39869 -0.33291
3.42375 -0.38579
3.43188 -0.40790
3.45003 -0.40638
3.39423 -0.32857
3.41499 -0.34618
3.39339 -0.30426
3.39756 -0.33656
3.41754 -0.34984
3.41173 -0.34322
3.39575 -0.32396
3.38646 -0.30349
3.41186 -0.29763
3.45038 -0.41018
3.40048 -0.33037
3.45517 -0.41042
3.44537 -0.40722
3.41194 -0.33500
3.39989 -0.32869
3.41015 -0.33864
3.42342 -0.35619
3.40221 -0.32481
3.39966 -0.31424
3.34922 -0.26236
3.41357 -0.33528
3.37791 -0.30208
3.39761 -0.31362
3.42441 -0.34108
3.36518 -0.25434
3.39046 -0.34576
3.42101 -0.38216
3.38981 -0.31493
3.43418 -0.38511
3.42926 -0.34784
3.42072 -0.35472
3.39120 -0.32971
3.40849 -0.35058
3.40683 -0.33732
3.43090 -0.38096
3.42583 -0.35538
3.41121 -0.33668
3.39891 -0.32014
3.41125 -0.33748
3.41622 -0.37326
3.40559 -0.35007
3.42375 -0.36581
3.39809 -0.32311
3.41718 -0.35797
3.39747 -0.31015
3.40820 -0.32854
3.37713 -0.29102
3.42085 -0.35883
3.43637 -0.39672
3.42591 -0.37019
3.39363 -0.32046
3.40822 -0.35448
3.43894 -0.40198
3.40506 -0.33171
3.41223 -0.36143
3.40597 -0.34071
3.41401 -0.35001
3.39729 -0.31008
3.41890 -0.35444
3.46065 -0.46063
3.36188 -0.27288
3.41103 -0.36118
3.39787 -0.35190
3.37634 -0.29224
3.38873 -0.29685
3.40923 -0.35179
3.37190 -0.28701
3.41493 -0.35485
3.40501 -0.33043
3.41357 -0.34926
3.42033 -0.35155
3.39217 -0.32370
3.41260 -0.38223
