# ra dec
3.42103 -0.35398
3.42260 -0.39668
3.43262 -0.38807
3.40059 -0.33440
3.40304 -0.32564
3.37689 -0.29725
3.40451 -0.34754
3.39603 -0.33130
3.41780 -0.36972
3.42723 -0.35988
3.40832 -0.33825
3.42273 -0.36467
3.37834 -0.30626
3.39864 -0.34119
3.39231 -0.32240
3.42035 -0.36412
3.39903 -0.31726
3.40653 -0.33830
3.38977 -0.32565
3.41752 -0.36175
3.40920 -0.34296
3.38222 -0.28140
3.43702 -0.38539
3.42309 -0.38015
3.37888 -0.29998
3.41569 -0.35430
3.39484 -0.32173
3.39637 -0.32314
3.41559 -0.35149
3.38340 -0.29147
3.42332 -0.37742
3.42216 -0.35602
3.41077 -0.33598
3.42222 -0.38082
3.37874 -0.28014
3.45665 -0.41360
3.41524 -0.36086
3.39036 -0.31240
3.44128 -0.40333
3.41110 -0.33512
3.42575 -0.37898
3.37444 -0.29011
3.47106 -0.44467
3.42416 -0.35438
3.44282 -0.38433
3.40250 -0.32957
3.41061 -0.33278
3.39656 -0.33712
3.43628 -0.38651
3.42704 -0.39226
3.36860 -0.27476
3.39590 -0.31587
3.44531 -0.37996
3.41556 -0.35014
3.45443 -0.39590
3.40606 -0.34264
3.39004 -0.31229
3.38611 -0.29876
3.40361 -0.33170
3.38925 -0.30656
3.42584 -0.37783
3.41186 -0.35561
3.43077 -0.38434
3.36171 -0.26573
3.35824 -0.26941
3.44774 -0.38685
3.43828 -0.37870
3.43620 -0.38897
3.42260 -0.39668
3.42973 -0.37903
3.39565 -0.32837
3.39212 -0.33309
3.41582 -0.36435
3.43835 -0.38548
3.38907 -0.29329
3.42343 -0.37040
3.42021 -0.36303
3.40416 -0.34080
3.45186 -0.37992
3.40126 -0.32352
3.42803 -0.37284
3.41276 -0.37491
3.43317 -0.39878
3.42333 -0.34362
3.41256 -0.33661
3.43225 -0.38191
3.37094 -0.26433
3.40358 -0.36589
3.42051 -0.36471
3.44236 -0.39151
3.40251 -0.34391
3.40862 -0.35629
3.42667 -0.36618
3.41210 -0.35218
3.42391 -0.36890
3.39471 -0.30874
3.43419 -0.39846
3.39622 -0.32499
3.41680 -0.36192
3.38198 -0.29941
3.42861 -0.38886
3.35468 -0.27868
3.41272 -0.32935
3.41073 -0.36302
3.43485 -0.38493
3.43176 -0.37337
3.41739 -0.34049
3.40710 -0.35256
3.40526 -0.33470
3.47034 -0.47113
3.37510 -0.26374
3.41072 -0.35740
3.43260 -0.37181
3.43307 -0.39140
3.43086 -0.38681
3.39765 -0.29088
3.40523 -0.32072
3.42128 -0.36695
3.42126 -0.36392
3.42758 -0.38856
3.39815 -0.33003
3.41615 -0.39004
3.43006 -0.38420
3.40624 -0.36131
3.40574 -0.33974
3.37931 -0.29435
3.38021 -0.28613
3.42404 -0.36899
3.40625 -0.35252
3.36848 -0.26820
3.41176 -0.32086
3.38211 -0.28982
3.40433 -0.36164
3.44645 -0.40215
3.39569 -0.32170
3.42000 -0.35788
3.39000 -0.30733
3.40252 -0.34965
3.40015 -0.34819
3.41165 -0.35101
3.41170 -0.33808
3.38820 -0.31323
3.38357 -0.29706
3.39268 -0.30605
3.43400 -0.36901
3.40151 -0.32643
3.39435 -0.31757
3.39870 -0.33663
3.37878 -0.29419
3.39170 -0.33102
3.36030 -0.26345
3.47861 -0.42710
3.40253 -0.33589
3.39536 -0.32730
3.40013 -0.32499
3.40956 -0.34681
3.38817 -0.29582
3.39447 -0.31938
3.39002 -0.33398
3.44721 -0.38898
3.41235 -0.35855
3.43594 -0.39770
3.41228 -0.33217
3.38120 -0.28927
3.39304 -0.31431
3.41109 -0.32992
3.39884 -0.32647
3.42392 -0.37079
3.40143 -0.33032
3.36915 -0.30219
3.45240 -0.41514
3.40896 -0.36014
3.40301 -0.30617
3.38105 -0.27532
3.44235 -0.39583
3.38272 -0.33931
3.40964 -0.35036
3.38151 -0.31216
3.41451 -0.34302
3.38990 -0.32068
3.39462 -0.30823
3.40949 -0.34518
3.38185 -0.30498
3.40147 -0.34257
3.42921 -0.37048
3.37664 -0.27780
3.42053 -0.37062
3.39646 -0.32293
3.41456 -0.36610
3.37676 -0.30004
3.38239 -0.27791
3.40061 -0.30252
3.40929 -0.35807
3.39922 -0.31736
3.43102 -0.39721
3.40343 -0.34255
3.41159 -0.34239
3.39098 -0.30664
3.37122 -0.28673
3.39769 -0.32694
3.42356 -0.33223
3.39537 -0.32651
3.43774 -0.37946
3.39518 -0.31709
3.41000 -0.34467
3.41152 -0.32813
3.45796 -0.40562
3.43851 -0.39831
3.41770 -0.36671
3.40849 -0.33676
3.39512 -0.33764
3.41328 -0.36209
3.42341 -0.31399
3.41684 -0.34858
3.45167 -0.43405
3.39500 -0.32764
3.42876 -0.40134
3.41437 -0.33858
3.40907 -0.33793
3.45146 -0.42550
3.41734 -0.37279
3.40985 -0.34878
3.41084 -0.35980
3.40539 -0.33925
3.42513 -0.37711
3.41733 -0.36936
3.41570 -0.33327
3.45735 -0.44854
3.39578 -0.33389
3.42587 -0.34840
3.44349 -0.42056
3.39161 -0.30635
3.42209 -0.35219
3.41040 -0.35625
3.40111 -0.32977
3.40574 -0.30577
3.40797 -0.34571
3.40789 -0.33119
3.42786 -0.37957
3.43790 -0.37456
3.41086 -0.34003
3.42120 -0.35918
3.40553 -0.35122
3.37542 -0.25716
3.38561 -0.32547
3.42521 -0.37486
3.42142 -0.37255
3.43495 -0.36263
3.40027 -0.34508
3.44043 -0.39197
3.40509 -0.33197
3.40363 -0.33439
3.42119 -0.35420
3.44642 -0.38316
3.43733 -0.38614
3.40567 -0.33598
3.37771 -0.27996
3.40387 -0.32011
3.46934 -0.42205
3.41333 -0.35711
3.40457 -0.33921
3.41822 -0.35261
3.38932 -0.29637
3.39883 -0.33376
3.42931 -0.35881
3.37153 -0.28725
3.42138 -0.34928
3.43153 -0.35669
3.44614 -0.39404
3.40775 -0.33120
3.43999 -0.41712
3.41010 -0.33471
3.43282 -0.37940
3.36682 -0.28879
3.39476 -0.31998
3.42727 -0.39925
3.41319 -0.36662
3.40902 -0.35150
3.40851 -0.35373
3.39255 -0.30659
3.42359 -0.35980
3.44695 -0.42338
3.41310 -0.34943
3.41562 -0.35101
3.40907 -0.31743
3.41200 -0.34918
3.43148 -0.34919
3.41246 -0.34029
3.45037 -0.44540
3.38098 -0.29216
3.46344 -0.40623
3.39600 -0.32103
3.41809 -0.36893
3.37563 -0.29565
3.40632 -0.33985
3.42080 -0.38411
3.40151 -0.33274
3.40054 -0.30596
3.43160 -0.37433
3.39478 -0.32514
3.38038 -0.30244
3.40813 -0.35077
3.40779 -0.35362
3.35953 -0.29019
3.39158 -0.31447
3.42063 -0.38456
3.43455 -0.37986
3.37593 -0.30477
3.40037 -0.35753
3.40677 -0.33821
3.37664 -0.27629
3.41996 -0.36815
3.40868 -0.33624
3.37624 -0.28977
3.42044 -0.36017
3.39544 -0.31682
3.43547 -0.37494
3.43599 -0.37122
3.42669 -0.40034
3.43589 -0.37455
3.44047 -0.38423
3.39322 -0.29870
3.42999 -0.36095
3.43569 -0.39865
3.44538 -0.42438
3.45830 -0.42891
3.39857 -0.33313
3.42828 -0.36560
3.42670 -0.36444
3.39624 -0.33383
3.43593 -0.39115
3.41524 -0.35641
3.43521 -0.38430
3.43385 -0.38237
3.41040 -0.33912
3.39725 -0.30705
3.38492 -0.32139
3.43090 -0.40825
3.47061 -0.44340
3.37301 -0.30937
3.43626 -0.41388
3.43013 -0.40358
3.39703 -0.29210
3.40731 -0.32860
3.41304 -0.34188
3.40465 -0.32812
3.40495 -0.32414
3.41368 -0.35356
3.41706 -0.35064
3.46302 -0.43336
3.43081 -0.36553
3.38772 -0.28183
3.41652 -0.37357
3.39315 -0.31701
3.38958 -0.32404
3.44777 -0.36571
3.42086 -0.35311
3.37947 -0.29734
3.42162 -0.35995
3.42831 -0.39181
3.38676 -0.31253
3.38409 -0.31378
3.40115 -0.32406
3.40325 -0.34828
3.41974 -0.36934
3.38449 -0.31454
3.41684 -0.35191
3.39452 -0.31841
3.47015 -0.42527
3.42000 -0.33154
3.39546 -0.30798
3.40260 -0.34325
3.37655 -0.28614
3.41328 -0.33092
3.42173 -0.37741
3.37558 -0.29898
3.37584 -0.28240
3.40583 -0.33036
3.44398 -0.40461
3.38749 -0.31720
3.40463 -0.34134
3.40692 -0.34153
3.37010 -0.28019
3.41828 -0.37873
3.40645 -0.32796
3.36557 -0.29303
3.39888 -0.33254
3.39080 -0.32108
3.42147 -0.36101
3.42929 -0.37160
3.38777 -0.31010
3.36825 -0.28748
3.42262 -0.36836
3.41360 -0.35264
3.41273 -0.36477
3.39966 -0.29633
3.42804 -0.36276
3.41110 -0.34710
3.40832 -0.33970
3.44892 -0.38956
3.37338 -0.27889
3.42495 -0.37418
3.38893 -0.30190
3.37614 -0.29857
3.40353 -0.34622
3.42238 -0.35713
3.37324 -0.28387
3.41144 -0.34276
3.39506 -0.32488
3.42170 -0.36904
3.44581 -0.41887
3.41856 -0.35877
3.38372 -0.30716
3.39531 -0.32498
3.40850 -0.34684
3.42049 -0.38551
3.43346 -0.38264
3.39723 -0.33015
3.40495 -0.33087
3.43954 -0.35411
3.42347 -0.37560
3.44312 -0.40608
3.35051 -0.23452
3.43603 -0.38169
3.38829 -0.31545
3.37412 -0.28865
3.37106 -0.28458
3.42276 -0.38238
3.39566 -0.32841
3.40154 -0.34628
3.43677 -0.36371
3.40489 -0.32778
3.42022 -0.35986
3.42672 -0.37036
3.40878 -0.34263
3.40587 -0.31094
3.36681 -0.29440
3.40817 -0.34983
3.39986 -0.32379
3.40545 -0.34553
3.42986 -0.39282
3.44758 -0.39300
3.41211 -0.35885
3.45351 -0.41998
3.40668 -0.34383
3.36791 -0.26523
3.41012 -0.33182
3.43346 -0.37158
3.40798 -0.32784
3.42422 -0.36058
3.40676 -0.33787
3.43385 -0.37388
3.45070 -0.43131
3.42761 -0.38673
3.43117 -0.37430
3.42357 -0.37924
3.40230 -0.32638
3.38849 -0.30948
3.43090 -0.40825
3.36655 -0.25613
3.45350 -0.40952
3.40890 -0.32557
3.42666 -0.37653
3.42744 -0.36909
3.44530 -0.37822
3.41430 -0.35357
3.38199 -0.30973
3.39869 -0.30369
3.42372 -0.35613
3.40761 -0.34714
3.39757 -0.33746
3.42221 -0.37186
3.41715 -0.35909
3.43795 -0.39490
3.39371 -0.31314
3.40362 -0.34500
3.44645 -0.42542
3.40298 -0.30330
3.41607 -0.36556
3.40829 -0.33820
3.40115 -0.32841
3.39936 -0.31090
3.43351 -0.38074
3.40086 -0.34486
3.43027 -0.39104
3.43535 -0.36445
3.42243 -0.39701
3.40046 -0.33263
3.41795 -0.37910
3.41661 -0.31135
3.42781 -0.36837
3.41994 -0.35413
3.41934 -0.36882
3.42253 -0.36314
3.44520 -0.40730
3.42676 -0.40377
3.38843 -0.32600
3.43171 -0.37986
3.45229 -0.42725
3.42259 -0.37357
3.40515 -0.33685
3.42817 -0.39305
3.39018 -0.32616
3.42752 -0.36643
3.39070 -0.31488
3.43370 -0.37818
3.44353 -0.41370
3.39379 -0.30731
3.42020 -0.35914
3.43678 -0.42199
3.42349 -0.37534
3.38315 -0.29739
3.44073 -0.39573
3.39848 -0.32011
3.39749 -0.30025
3.38296 -0.30601
3.41229 -0.34094
3.40770 -0.32103
3.44018 -0.39467
3.40539 -0.34231
3.43478 -0.41869
3.40643 -0.33655
3.40178 -0.32505
3.41062 -0.34417
3.40310 -0.34691
3.39329 -0.30529
3.41540 -0.35502
3.39849 -0.32911
3.41953 -0.35979
3.40296 -0.31952
3.41251 -0.33367
3.42278 -0.36282
3.38861 -0.29866
3.40028 -0.34004
3.40927 -0.34350
3.39225 -0.30050
3.44587 -0.39556
3.39458 -0.33268
3.42230 -0.37077
3.39792 -0.33359
3.39023 -0.30145
3.38238 -0.29110
3.40103 -0.34373
3.40000 -0.32713
3.43040 -0.38747
3.37702 -0.28061
3.39004 -0.32327
3.42146 -0.35660
3.44501 -0.38936
3.41072 -0.32638
3.41010 -0.35093
3.39997 -0.32526
3.40848 -0.32342
3.44964 -0.39508
3.40611 -0.35458
3.39821 -0.33570
3.42427 -0.37718
3.40786 -0.34443
3.39087 -0.30989
3.40905 -0.32877
3.41314 -0.34587
3.41001 -0.35860
3.41307 -0.33445
3.38265 -0.32667
3.41823 -0.35637
3.41537 -0.34452
3.37781 -0.29793
3.44097 -0.38573
3.39381 -0.31920
3.42309 -0.38407
3.44201 -0.37872
3.40679 -0.33327
3.41367 -0.36078
3.41571 -0.34221
3.35518 -0.24882
3.38611 -0.31045
3.42167 -0.35319
3.41681 -0.36164
3.41069 -0.33673
3.41726 -0.35438
3.36379 -0.28479
3.43603 -0.37539
3.42050 -0.36515
3.39559 -0.31519
3.41755 -0.36706
3.44130 -0.40526
3.43405 -0.37866
3.38983 -0.31827
3.40996 -0.33632
3.40823 -0.33793
3.40638 -0.32402
3.41983 -0.35698
3.37614 -0.28207
3.41364 -0.35523
3.41787 -0.36216
3.39411 -0.30227
3.41812 -0.35550
3.39861 -0.32224
3.43242 -0.39944
3.39067 -0.31715
3.41227 -0.34878
3.41024 -0.34352
3.39256 -0.30026
3.40446 -0.32406
3.42804 -0.39049
3.41089 -0.34191
3.45109 -0.44382
3.38260 -0.28736
3.44180 -0.40362
3.40551 -0.34879
3.40162 -0.32851
3.37056 -0.29112
3.41381 -0.36813
3.39785 -0.32104
3.42282 -0.36499
3.38932 -0.29847
3.39323 -0.34952
3.41263 -0.35266
3.42705 -0.40466
3.42198 -0.34594
3.39134 -0.32724
3.41167 -0.34549
3.39127 -0.33008
3.41408 -0.34088
3.38742 -0.31854
3.42234 -0.35897
3.41077 -0.36341
3.42056 -0.37657
3.40448 -0.33812
3.40308 -0.32262
3.40514 -0.34816
3.39914 -0.33557
3.40998 -0.35165
3.38059 -0.30138
3.42188 -0.37622
3.39950 -0.33244
3.40343 -0.32309
3.41186 -0.33420
3.41010 -0.33049
3.38164 -0.31605
3.38128 -0.29063
3.42998 -0.42164
3.42250 -0.36032
3.44062 -0.40221
3.37689 -0.29376
3.39251 -0.31324
3.40212 -0.33264
3.40727 -0.34552
3.45567 -0.42572
3.39027 -0.33213
3.39401 -0.31732
3.41308 -0.35978
3.38830 -0.33568
3.43511 -0.38246
3.41291 -0.32553
3.44833 -0.39048
3.40840 -0.32555
3.43294 -0.38595
3.38106 -0.31110
3.44005 -0.38782
3.39523 -0.33276
3.39827 -0.32995
3.45044 -0.40594
3.37893 -0.30910
3.39979 -0.33545
3.40469 -0.32815
3.44406 -0.43423
3.37695 -0.27229
3.40677 -0.32051
3.45398 -0.41984
3.40762 -0.33346
3.40627 -0.34834
3.36925 -0.29029
3.40919 -0.35357
3.41180 -0.34175
3.42180 -0.36730
3.40687 -0.35013
3.41261 -0.37578
3.36939 -0.25791
3.39291 -0.31818
3.39173 -0.32824
3.41488 -0.32623
3.40814 -0.34542
3.38203 -0.29380
3.37116 -0.28949
3.42233 -0.36878
3.41633 -0.37416
3.40769 -0.32523
3.39355 -0.30215
3.44629 -0.40282
3.41674 -0.34799
3.36526 -0.27682
3.41853 -0.35767
3.43269 -0.38845
3.41429 -0.32709
3.42749 -0.38510
3.40484 -0.34490
3.41048 -0.35465
3.43010 -0.38725
3.43233 -0.38798
3.41690 -0.34919
3.39838 -0.32450
3.38232 -0.28370
3.41417 -0.34670
3.42191 -0.35440
3.38311 -0.28222
3.40954 -0.34726
3.39924 -0.32026
3.38986 -0.29981
3.43077 -0.38389
3.39657 -0.32994
3.43728 -0.38529
3.42671 -0.35686
3.42990 -0.38630
3.40708 -0.33013
3.39977 -0.30807
3.42142 -0.34266
3.39291 -0.30802
3.36097 -0.26636
3.41446 -0.35508
3.40593 -0.34093
3.41889 -0.37591
3.39406 -0.31803
3.41799 -0.35681
3.39609 -0.33484
3.38902 -0.30137
3.38351 -0.30726
3.42509 -0.36866
3.43589 -0.42107
3.40265 -0.33506
3.42044 -0.37912
3.41216 -0.37229
3.37284 -0.28249
3.42955 -0.36511
3.38690 -0.30229
3.41785 -0.35982
3.39126 -0.31807
3.40477 -0.35151
3.43439 -0.39094
3.40992 -0.33360
3.38736 -0.30908
3.37347 -0.30568
3.37657 -0.28400
3.38599 -0.29340
3.43008 -0.35296
3.38706 -0.29585
3.41219 -0.34974
3.39677 -0.32898
3.40223 -0.33362
3.41204 -0.33897
3.42129 -0.37515
3.41610 -0.35487
3.41638 -0.35259
3.42734 -0.37289
3.43259 -0.39438
3.40175 -0.32698
3.40206 -0.32934
3.39760 -0.33187
3.40925 -0.31779
3.40736 -0.34579
3.39152 -0.30074
3.42379 -0.34376
3.40402 -0.34673
3.42476 -0.37568
3.42260 -0.39668
3.39893 -0.32835
3.40463 -0.32936
3.39196 -0.30640
3.41749 -0.39186
3.42602 -0.34341
3.44338 -0.42936
3.43027 -0.39104
3.39581 -0.33995
3.37754 -0.28743
3.40637 -0.33464
3.41073 -0.35641
3.41503 -0.36672
3.39575 -0.32386
3.41481 -0.35844
3.41997 -0.33686
3.40218 -0.32878
3.39475 -0.33672
3.43846 -0.39061
3.40271 -0.33066
3.43105 -0.40489
3.43485 -0.37751
3.41590 -0.34860
3.40806 -0.32867
3.38786 -0.30213
3.41667 -0.32956
3.38531 -0.29972
3.43290 -0.39921
3.39718 -0.34823
3.41684 -0.33963
3.39535 -0.32327
3.38255 -0.29468
3.41013 -0.35226
3.38570 -0.33169
3.37891 -0.31338
3.38755 -0.32449
3.40173 -0.33172
3.39022 -0.29741
3.40879 -0.33277
3.41565 -0.34897
3.42343 -0.38418
3.38170 -0.31673
3.40322 -0.33952
3.41434 -0.34401
3.38375 -0.30040
3.41578 -0.34029
3.41586 -0.36253
3.41346 -0.34239
3.37368 -0.28736
3.39620 -0.32127
3.39765 -0.32077
3.35671 -0.27007
3.39988 -0.32824
3.40674 -0.32539
3.42402 -0.36716
3.45659 -0.42894
3.42758 -0.38471
3.42793 -0.37895
3.40822 -0.33746
3.39273 -0.30953
3.38790 -0.31682
3.42809 -0.38920
3.39835 -0.33167
3.40902 -0.33022
3.44478 -0.41942
3.43343 -0.37177
3.37616 -0.29275
3.39912 -0.32498
3.41301 -0.33776
3.44971 -0.42485
3.44275 -0.41639
3.40834 -0.35727
3.43384 -0.39720
3.39707 -0.32246
3.41819 -0.35595
3.41715 -0.35691
3.43049 -0.35355
3.42564 -0.35738
3.40348 -0.32360
3.41473 -0.34937
3.38782 -0.32128
3.39924 -0.34505
3.38642 -0.30725
3.42286 -0.35356
3.41691 -0.35217
3.40205 -0.34191
3.43475 -0.38426
3.42434 -0.37492
3.40068 -0.33594
3.45345 -0.42040
3.39338 -0.32538
3.38710 -0.32113
3.39169 -0.30671
3.45184 -0.40411
3.42656 -0.35919
3.42653 -0.38182
3.40317 -0.35217
3.36942 -0.28900
3.41118 -0.34807
3.41525 -0.34901
3.42208 -0.36051
3.39324 -0.31401
3.36689 -0.27052
3.39843 -0.32597
3.44085 -0.36992
3.44880 -0.38862
3.40229 -0.33094
3.40672 -0.33454
3.41126 -0.33659
3.39798 -0.33268
3.42800 -0.37059
3.39980 -0.32919
3.41124 -0.35617
3.41932 -0.35106
3.37960 -0.31327
3.39848 -0.31358
3.37773 -0.29903
3.42542 -0.36791
3.42413 -0.34048
3.42324 -0.38015
3.39805 -0.31812
3.42461 -0.37989
3.47072 -0.43788
3.38236 -0.32512
3.41653 -0.34239
3.39088 -0.30633
3.42486 -0.33888
3.41335 -0.36418
3.39641 -0.32762
3.41450 -0.34177
3.41664 -0.37359
3.44448 -0.41898
3.39881 -0.34250
3.41617 -0.35562
3.42019 -0.36883
3.39905 -0.34343
3.39303 -0.29837
3.37137 -0.29222
3.41767 -0.36534
3.41798 -0.37388
3.39219 -0.30220
3.38219 -0.29994
3.43871 -0.37988
3.39943 -0.32971
3.38206 -0.29416
3.41313 -0.34249
3.39125 -0.30514
3.44180 -0.40148
3.39467 -0.31215
3.39887 -0.31811
3.41950 -0.37868
3.40496 -0.32913
3.41801 -0.33268
3.44390 -0.44363
3.41511 -0.36156
3.39673 -0.32150
3.45612 -0.40959
3.40241 -0.32821
3.40900 -0.34065
3.39512 -0.32112
3.39223 -0.32859
3.40261 -0.35785
3.39328 -0.35188
3.43642 -0.40676
3.42456 -0.35411
3.40867 -0.31151
3.41997 -0.35122
3.39866 -0.34154
3.46390 -0.47894
3.42936 -0.38772
3.41215 -0.35492
3.40105 -0.33436
3.39290 -0.29906
3.40029 -0.33579
3.39309 -0.31712
3.38913 -0.30588
3.41318 -0.33541
3.37675 -0.29658
3.39829 -0.33579
3.43140 -0.39651
3.37665 -0.25032
3.39621 -0.32118
3.41455 -0.33791
3.40745 -0.32968
3.37368 -0.29027
3.39328 -0.32239
3.43035 -0.37595
3.44247 -0.40693
3.40653 -0.34336
3.40297 -0.31218
3.38219 -0.30240
3.45962 -0.43888
3.39537 -0.33839
3.40891 -0.34360
3.42366 -0.36164
3.40195 -0.34893
3.42585 -0.35293
3.40812 -0.33602
3.39471 -0.31719
3.40544 -0.35466
3.43003 -0.36587
3.44430 -0.38734
3.43463 -0.37358
3.41926 -0.36293
3.37171 -0.28717
3.37423 -0.28538
3.42044 -0.35351
3.42263 -0.36682
3.42723 -0.36547
3.38408 -0.28736
3.38459 -0.29638
3.43083 -0.38268
3.40104 -0.33141
3.39518 -0.31874
3.43822 -0.38336
3.43705 -0.37972
3.42324 -0.37771
3.43139 -0.37699
3.40372 -0.35186
3.40168 -0.36719
3.40273 -0.34735
3.42446 -0.35474
3.41334 -0.33912
3.41871 -0.35374
3.37230 -0.28116
3.37548 -0.29255
3.40321 -0.33058
3.39788 -0.31187
3.45009 -0.42736
3.42872 -0.37599
3.42009 -0.36585
3.39807 -0.30492
3.40842 -0.32081
3.38554 -0.32609
3.40652 -0.34396
3.43208 -0.39055
3.40885 -0.35013
3.44030 -0.38307
3.44557 -0.39585
3.38379 -0.30645
3.39488 -0.32156
3.40480 -0.32892
3.45236 -0.40350
3.38890 -0.31068
3.38080 -0.30799
3.41712 -0.36307
3.41298 -0.35850
3.43383 -0.38409
3.41806 -0.34921
3.42260 -0.39668
3.41875 -0.36966
3.43442 -0.37866
3.39105 -0.30780
3.41025 -0.32958
3.38496 -0.30409
3.40653 -0.35310
3.41647 -0.34277
3.41098 -0.35106
3.40238 -0.33524
3.38334 -0.30706
3.41790 -0.35317
3.41621 -0.34888
3.43683 -0.39014
3.41748 -0.36315
3.42432 -0.36438
3.43117 -0.37920
3.40804 -0.35644
3.40478 -0.32223
3.38937 -0.31975
3.35424 -0.21376
3.36515 -0.29339
3.41223 -0.34333
3.41241 -0.34179
3.41969 -0.37024
3.41529 -0.34085
3.39233 -0.30531
3.38526 -0.30845
3.40612 -0.32624
3.39712 -0.32420
3.42400 -0.36752
3.39733 -0.31838
3.42616 -0.37771
3.43386 -0.36585
3.38857 -0.32258
3.38670 -0.30187
3.41314 -0.38274
3.41252 -0.38599
3.41636 -0.37141
3.40876 -0.32882
3.38412 -0.30509
3.42281 -0.33745
3.38802 -0.29329
3.39507 -0.32068
3.45903 -0.43828
3.43906 -0.38487
3.41159 -0.33516
3.42075 -0.36298
3.39865 -0.32172
3.41957 -0.35886
3.43454 -0.38527
3.40356 -0.33664
3.46832 -0.41901
3.41639 -0.36388
3.38602 -0.31550
3.40889 -0.35086
3.40051 -0.29730
3.43492 -0.40524
3.44467 -0.42450
3.40018 -0.31701
3.41773 -0.36803
3.41832 -0.35595
3.40909 -0.35131
3.38217 -0.30495
3.42519 -0.36440
3.40833 -0.35131
3.42260 -0.39668
3.37483 -0.27488
3.41255 -0.34608
3.38867 -0.31620
3.37953 -0.29390
3.46153 -0.42842
3.40263 -0.32646
3.43149 -0.38723
3.44453 -0.38615
3.38368 -0.31273
3.41314 -0.33758
3.42733 -0.36071
3.40610 -0.32927
3.44217 -0.37721
3.42061 -0.34918
3.43137 -0.37236
3.42000 -0.35776
3.40325 -0.31959
3.42138 -0.34160
3.41671 -0.36910
3.41215 -0.35206
3.41568 -0.32892
3.38148 -0.26594
3.43144 -0.40369
3.38802 -0.30244
3.40182 -0.34570
3.38610 -0.30707
3.43980 -0.43977
3.41887 -0.36039
3.38994 -0.31856
3.42915 -0.39535
3.40726 -0.33913
3.41167 -0.32802
3.41152 -0.34821
3.37907 -0.26256
3.41005 -0.33936
3.41638 -0.35144
3.41304 -0.36934
3.41544 -0.35785
3.40240 -0.32937
3.40420 -0.32587
3.43853 -0.38032
3.42864 -0.36230
3.41393 -0.35926
3.41204 -0.35262
3.41224 -0.33270
3.41674 -0.34749
3.43218 -0.40091
3.45188 -0.41629
3.41422 -0.35323
3.38005 -0.27215
3.38358 -0.28491
3.44367 -0.41526
3.39823 -0.32266
3.46985 -0.43039
3.39992 -0.32348
3.40527 -0.30050
3.39421 -0.30853
3.41245 -0.37669
3.44254 -0.38723
3.42264 -0.37521
3.42536 -0.38925
3.43434 -0.37462
3.37978 -0.31041
3.40483 -0.32337
3.39967 -0.32114
3.43656 -0.37692
3.42755 -0.37745
3.39883 -0.32354
3.37634 -0.29812
3.39806 -0.32148
3.42710 -0.39790
3.39779 -0.31689
3.42587 -0.34964
3.39424 -0.32071
3.40857 -0.34555
3.43675 -0.41057
3.38238 -0.30646
3.42635 -0.37518
3.37490 -0.28369
3.42200 -0.35895
3.46612 -0.42547
3.42070 -0.37236
3.43832 -0.38605
3.42273 -0.36644
3.39562 -0.32201
3.44240 -0.41481
3.39307 -0.33369
3.39455 -0.31149
3.41795 -0.35459
3.40222 -0.33518
3.40270 -0.31147
3.42636 -0.37925
3.42369 -0.37055
3.42365 -0.37754
3.40979 -0.34627
3.44789 -0.41817
3.41396 -0.35486
3.41508 -0.36613
3.43133 -0.36896
3.43122 -0.35728
3.42199 -0.37884
3.40880 -0.34118
3.39619 -0.32316
3.43096 -0.37292
3.44596 -0.42200
3.40645 -0.36541
3.39339 -0.31256
3.41359 -0.36391
3.42662 -0.36098
3.38340 -0.29816
3.39183 -0.32879
3.42755 -0.35554
3.39290 -0.28225
3.37149 -0.27367
3.46004 -0.42135
3.36112 -0.26162
3.44379 -0.40020
3.41824 -0.36653
3.40939 -0.34939
3.41277 -0.34626
3.45370 -0.39189
3.44910 -0.41502
3.42666 -0.37261
3.41414 -0.36266
3.41081 -0.35663
3.41635 -0.36713
3.41568 -0.34393
3.42140 -0.35560
3.41805 -0.35412
3.43030 -0.37077
3.40820 -0.34005
3.42701 -0.37553
3.43018 -0.36851
3.41140 -0.33179
3.39160 -0.31752
3.40275 -0.33239
3.40820 -0.32715
3.40699 -0.34264
3.39910 -0.32088
3.40929 -0.35344
3.41911 -0.34897
3.42329 -0.35929
3.44023 -0.39769
3.40560 -0.33462
3.44652 -0.39472
3.40113 -0.32684
3.35277 -0.24411
3.44596 -0.42200
3.45479 -0.39325
3.42717 -0.37245
3.41926 -0.32780
3.41135 -0.34385
3.44552 -0.40167
3.39920 -0.32158
3.44369 -0.42457
3.38159 -0.28775
3.44563 -0.37617
3.38826 -0.32797
3.40560 -0.32849
3.42312 -0.37221
3.43004 -0.42904
3.41025 -0.35002
3.40897 -0.34623
3.40457 -0.33230
3.42559 -0.37747
3.34990 -0.24850
3.40195 -0.33361
3.38081 -0.29629
3.43369 -0.37719
3.45529 -0.41391
3.38421 -0.32229
3.41785 -0.35470
3.40762 -0.31572
3.44463 -0.39399
3.42435 -0.34561
3.40711 -0.34665
3.41439 -0.35711
3.39020 -0.30574
3.38647 -0.32327
3.39867 -0.32690
3.45179 -0.41713
3.38833 -0.32608
3.39145 -0.32259
3.39564 -0.30578
3.42063 -0.35555
3.39916 -0.31744
3.39857 -0.30514
3.41106 -0.36440
3.40161 -0.34266
3.42595 -0.36429
3.42931 -0.35058
3.39257 -0.29408
