# ra dec
0.75324 0.16747
1.45729 1.02611
1.54390 1.12200
1.05372 0.67625
2.59608 1.20513
4.64208 -0.49462
0.69607 0.07656
1.31967 1.02240
0.80312 0.18500
0.74914 0.10910
4.58487 -0.45452
0.72049 0.10979
4.65666 -0.56142
2.75814 1.30948
1.35945 1.01814
0.63366 -0.19783
0.60340 -0.14003
1.03220 0.71036
0.82361 0.19406
0.74918 0.07731
0.77317 0.07244
4.57487 -0.56567
0.67528 -0.05005
4.81472 -0.65549
5.18540 -0.86951
2.64144 1.28613
0.76874 0.08821
0.76637 0.15975
1.13196 0.79752
0.62775 -0.17227
1.34812 1.02555
4.89101 -0.75779
0.81981 0.09420
0.81706 0.26177
2.61447 1.24602
0.77876 0.10103
0.74912 0.01699
2.67882 1.26364
5.25633 -0.81998
1.14232 0.85621
5.21869 -0.89011
1.09677 0.63427
4.59723 -0.46380
5.19673 -0.89540
4.85995 -0.67156
0.80177 0.13626
0.70876 0.00021
5.20115 -0.88639
4.29878 -0.11816
0.83155 0.24824
4.25485 -0.03314
0.72765 0.04282
0.63921 -0.05740
1.07051 0.70610
0.71806 0.03637
0.64283 0.05463
0.69801 0.04912
0.76609 -0.02117
5.06530 -0.78143
0.79580 0.12580
4.96518 -0.74483
5.21500 -0.86241
2.51717 1.24038
0.66437 -0.08132
0.77689 0.14461
0.74528 0.03760
1.45664 1.11365
0.75215 0.07902
0.77628 0.12869
0.71086 0.10251
4.64471 -0.52936
4.21984 0.01591
1.49346 1.14110
0.76453 0.12464
0.95255 0.60993
4.72144 -0.62819
4.67630 -0.58037
0.72608 0.06921
1.14898 0.87182
4.32801 -0.19810
0.66395 -0.02464
0.69028 -0.06173
1.29140 0.98866
4.61686 -0.50866
0.81576 0.10640
4.57212 -0.42512
4.38003 -0.13204
4.58497 -0.48773
0.73117 0.01070
0.74721 0.08574
1.53924 1.07302
0.71811 0.06698
5.24688 -0.84562
4.60114 -0.54907
4.76531 -0.66729
4.67488 -0.54472
0.71841 0.12670
4.30915 -0.06051
0.62180 -0.14574
0.78670 0.29131
4.29458 -0.16490
0.68157 -0.02177
0.71784 0.02588
0.75488 0.13403
1.14508 0.79228
0.75786 0.03345
4.30539 -0.10802
1.22609 0.89667
4.60911 -0.51683
4.64549 -0.56866
2.62267 1.25414
0.97064 0.61395
4.24879 -0.12796
0.78483 0.30911
0.88142 0.25197
0.73796 -0.03360
0.66464 -0.11378
0.84825 0.23555
1.62071 1.18686
4.65092 -0.49564
5.13718 -0.82218
0.79138 0.15051
0.73591 0.01072
4.66763 -0.49418
0.69876 0.01275
0.79551 0.18714
2.67810 1.30000
4.32252 -0.16455
4.49242 -0.34264
0.71931 0.04883
0.84402 0.21145
0.75482 0.00658
0.76059 0.07322
0.78251 0.11997
0.72837 0.16687
4.64376 -0.53625
4.63602 -0.50338
4.24971 -0.01699
0.99072 0.73708
1.16840 0.85266
0.69355 -0.04652
4.71403 -0.57107
0.78802 0.15128
0.77591 0.08557
0.67441 -0.05031
4.36495 -0.21226
4.36868 -0.21530
0.70504 -0.03247
1.03087 0.76213
5.21109 -0.85874
0.76605 0.17108
0.74867 0.12210
4.84261 -0.67967
4.61011 -0.47215
1.15527 0.87042
4.31093 -0.20202
5.20038 -0.86060
0.79027 0.16613
5.22510 -0.90215
5.05995 -0.77734
0.74488 0.09234
0.94040 0.63201
0.69462 -0.01087
0.80046 0.21219
0.74608 0.04954
0.86867 0.22299
0.79816 0.19972
4.22702 -0.02458
4.79503 -0.61735
0.79616 0.12311
4.63245 -0.51053
4.26886 -0.10425
0.70772 -0.05326
0.74421 -0.01358
0.76094 0.12042
0.97959 0.53884
0.73862 0.02317
0.72052 -0.02536
0.70929 -0.01221
0.70679 -0.07715
0.74387 0.02246
0.73446 0.08593
4.68219 -0.53991
0.79552 0.08036
0.66136 -0.06942
4.40200 -0.25010
4.64835 -0.54070
0.79478 0.25950
0.73982 -0.02927
4.70042 -0.60577
0.72396 -0.00557
4.60960 -0.52909
0.74913 0.05696
0.77191 0.14097
5.22981 -0.83854
1.09233 0.72477
1.28877 1.01494
1.00124 0.61705
0.70530 0.03305
0.67558 -0.07352
0.72635 0.21354
1.40907 1.10366
1.02203 0.63334
1.10011 0.91644
0.68774 -0.08236
0.90923 0.45992
0.66119 -0.10729
0.62465 0.11785
0.76852 0.05508
4.72294 -0.58752
0.67617 0.00982
4.63136 -0.50865
0.82612 0.08906
4.73053 -0.58778
0.65082 -0.13935
0.71741 0.05917
2.67613 1.25040
5.23127 -0.85200
2.62746 1.29956
0.77671 0.16528
0.73693 0.03019
0.83539 0.17556
0.79671 0.18452
0.71405 0.02884
5.26457 -0.85051
0.71547 0.00574
4.63133 -0.57585
0.76303 0.18455
1.24340 0.94411
0.69743 -0.04513
1.18066 0.83783
0.86820 0.30782
4.35185 -0.02746
4.62829 -0.46149
1.20183 0.92027
4.56886 -0.46270
0.70505 0.13454
1.15341 0.89497
0.77274 0.20019
5.22418 -0.84241
0.95939 0.53457
0.75802 0.11535
4.52961 -0.42143
0.87956 0.30486
1.40464 1.11235
0.74788 0.05216
1.14124 0.88180
0.78120 0.13674
0.67253 -0.10268
0.75957 0.11856
1.32769 0.97129
5.06770 -0.76185
1.09697 0.69466
1.06433 0.74602
4.76836 -0.57796
4.60687 -0.50959
0.72078 0.08700
0.77778 -0.05732
5.23584 -0.84367
2.60898 1.29063
0.80994 0.08497
5.20983 -0.87765
4.60680 -0.45345
0.74012 0.04252
1.13150 0.80090
1.18592 0.88897
0.72686 -0.03551
0.68327 -0.06385
0.77627 0.16330
0.76727 0.09554
4.74180 -0.61033
0.72056 0.06643
5.27007 -0.91348
0.75826 0.12850
5.17349 -0.85007
4.51885 -0.40960
0.76121 0.04161
4.73316 -0.55934
4.34507 -0.12379
0.82569 0.24864
4.60705 -0.47619
0.80687 0.24401
4.77233 -0.59677
0.83841 0.14482
5.20011 -0.86434
5.16267 -0.82392
0.77449 0.11101
0.71736 0.08649
1.38379 1.12884
0.65515 -0.22131
5.21854 -0.90552
0.99314 0.69574
0.79433 0.18367
0.82403 0.22315
4.29053 -0.04232
4.30101 -0.03282
0.73000 0.05489
0.62301 -0.09329
2.70894 1.29931
4.22552 -0.03264
4.60180 -0.46598
4.54632 -0.43041
2.63763 1.29407
5.20476 -0.84511
1.36787 1.07672
0.77494 0.11741
5.17627 -0.87841
4.54856 -0.36855
0.72367 0.07325
0.74223 0.06706
0.66887 -0.08555
0.75813 0.19526
0.79615 0.16164
5.29851 -0.83669
5.22565 -0.86907
4.31926 -0.22928
4.65139 -0.49933
4.19626 0.10711
0.73659 0.07291
0.74834 0.10971
0.71852 -0.07505
4.57361 -0.46902
0.95655 0.63948
1.13484 0.90615
0.65753 -0.22153
4.31554 -0.03734
4.39272 -0.16509
0.72676 -0.01598
0.75399 0.25306
5.24393 -0.88193
5.24077 -0.90262
0.72878 0.06567
4.71701 -0.55210
0.72392 0.02455
5.25216 -0.88677
4.54101 -0.44543
4.75891 -0.61422
4.76667 -0.57519
0.66812 -0.11346
0.65351 -0.02626
0.83245 0.23773
0.80571 0.10852
0.62913 -0.17145
4.72946 -0.58548
0.67407 -0.00384
0.81132 0.19210
4.56221 -0.33412
1.26821 1.11965
0.83009 0.21586
0.71403 0.01903
4.27147 -0.20858
0.75092 0.09505
0.69339 0.02610
4.58099 -0.52572
5.03657 -0.84344
0.75738 0.07688
4.17991 0.05939
0.76855 0.03888
0.81978 0.13836
0.78324 0.07666
4.62209 -0.45765
5.21847 -0.87725
5.18552 -0.89598
4.65960 -0.58832
5.22442 -0.88266
0.58828 -0.20085
0.76342 0.09746
0.73990 0.07915
0.68423 -0.08134
5.21925 -0.84195
0.68350 0.01162
5.19553 -0.84349
0.72319 -0.05371
4.78884 -0.66172
2.66413 1.26397
0.76344 0.11431
1.03920 0.72307
0.62902 -0.12875
1.21653 0.87424
0.76092 0.08700
0.82366 0.28300
5.24911 -0.86656
4.72593 -0.56768
0.65874 -0.07472
0.79123 0.17352
0.74812 0.07367
5.21281 -0.83876
5.18186 -0.90109
0.80740 0.20425
4.22739 -0.01054
4.62830 -0.53262
0.90439 0.52515
4.36676 -0.17289
0.81400 0.20864
4.39256 -0.20462
4.64251 -0.55338
0.61577 -0.18420
0.67204 -0.12151
1.27727 0.99878
5.24498 -0.88090
0.69884 0.04787
0.71544 0.12747
0.79012 0.20515
0.70983 0.04236
0.70496 -0.13670
0.64768 -0.13705
0.73037 0.02738
0.74645 0.07358
4.62114 -0.46694
4.26022 0.09411
0.72398 0.04766
1.64472 1.08485
1.24810 0.89617
0.75643 0.11776
1.37365 1.10624
4.32718 -0.15403
1.04673 0.78406
0.68551 -0.04284
0.68506 0.01648
4.69203 -0.54956
0.69602 -0.03788
1.07040 0.82871
4.66508 -0.51313
1.22617 0.98568
0.79140 0.17724
1.28986 1.06574
4.96592 -0.74767
4.34574 -0.12133
0.70009 0.12924
0.80171 0.08082
1.04465 0.72681
5.24010 -0.86677
0.62736 -0.23035
4.32157 -0.12502
0.74351 0.02732
0.74314 0.12087
4.67313 -0.48192
2.60613 1.23141
0.71667 0.15410
0.85382 0.22930
0.79237 0.17530
4.77380 -0.67329
4.34267 -0.02207
0.80134 0.23580
4.65620 -0.51332
0.80093 0.13900
0.75048 0.11017
0.81582 0.22887
4.37151 -0.16651
0.77403 0.13298
4.31292 -0.15630
0.77421 0.12954
0.75849 0.19046
1.05857 0.77690
4.34217 -0.17066
0.72720 -0.01845
1.15578 0.86962
4.71045 -0.57556
0.79156 0.13692
4.60171 -0.50391
1.33542 1.05430
1.00235 0.71463
4.22146 -0.03903
5.22295 -0.84702
0.78675 0.20086
0.80553 0.17350
0.71426 0.07771
0.63136 -0.09807
5.23451 -0.83422
1.01144 0.59911
0.85550 0.18715
0.70126 -0.16183
5.24074 -0.85928
0.78178 0.23325
4.66468 -0.49598
4.58941 -0.45626
0.70637 0.02123
1.01322 0.64084
5.24563 -0.88286
0.69511 0.01319
5.23707 -0.86364
5.20973 -0.90772
4.60227 -0.48647
0.72534 0.06644
0.73115 0.08788
0.73331 0.08384
4.84347 -0.78345
0.75934 0.13594
0.78191 0.07392
1.72038 1.23538
0.76980 0.23370
0.82862 0.22951
4.92673 -0.73414
1.35720 1.00310
5.19446 -0.85777
2.59951 1.23668
0.73609 0.02898
0.74557 0.05693
5.21289 -0.86441
4.75494 -0.63705
0.68463 -0.03648
4.87559 -0.74688
0.73075 0.06744
0.77783 0.22733
4.31113 -0.03274
4.29079 -0.11136
4.57589 -0.38777
4.35792 -0.20787
4.31345 0.05910
4.38738 -0.26488
1.19267 0.80006
4.70722 -0.56837
5.18252 -0.89202
0.75376 0.06008
5.47012 -0.81787
1.05034 0.85122
0.77548 0.27443
1.26037 1.03290
5.22930 -0.86742
1.18210 0.82346
0.70874 -0.06030
4.66724 -0.53242
0.71345 0.07623
0.79031 0.14107
0.78003 0.10343
0.83040 0.25197
0.66300 -0.10208
0.79436 0.09112
4.22365 0.00535
5.22762 -0.84906
0.78653 0.18209
4.55098 -0.46112
0.76597 0.20077
0.77349 0.22790
0.68055 -0.07468
1.22457 0.92630
0.68687 0.00260
4.59810 -0.49096
0.75574 0.07475
0.79308 0.14993
0.72330 0.03224
1.13072 0.78063
0.72994 0.07835
4.28592 -0.06602
4.71219 -0.62100
0.72964 0.17725
4.29625 -0.08965
0.64789 -0.09455
0.66508 -0.05350
0.68080 -0.08571
5.18496 -0.84484
4.75176 -0.61821
0.64480 -0.14206
0.73338 0.11225
0.79165 0.06459
1.30836 1.00279
1.20935 0.82274
4.64625 -0.49437
0.75146 0.10068
0.74694 -0.08392
2.65738 1.23169
0.69153 -0.01012
0.83481 0.20533
1.36177 1.01406
0.77415 0.08321
0.71368 -0.04416
1.44264 1.11403
4.68753 -0.59276
4.61363 -0.50770
4.36395 -0.24298
5.22316 -0.83899
5.22705 -0.89659
1.11656 0.75652
1.46832 1.09710
0.71497 0.06641
5.23584 -0.85845
5.22647 -0.86736
0.96523 0.64476
5.19085 -0.83660
5.22597 -0.84736
0.75075 0.11163
0.56699 -0.28549
0.97883 0.60048
0.70813 -0.16838
5.19797 -0.88098
0.80448 0.11740
0.76687 0.09927
0.71377 0.01458
0.78312 0.11965
0.76887 0.11625
0.75764 0.05813
4.26429 0.16198
4.54480 -0.41731
0.97398 0.61212
0.70410 -0.06017
0.68315 -0.01532
0.77888 0.09520
1.08795 0.76321
4.64562 -0.47755
4.37762 -0.26424
4.72360 -0.61529
0.77102 0.09086
0.71143 0.05838
0.78080 0.01079
5.21160 -0.86320
4.60573 -0.51513
4.71983 -0.56163
1.18573 0.85259
0.71634 0.18326
5.23277 -0.84673
0.79337 0.16866
0.75742 0.09713
4.65375 -0.50248
5.22403 -0.90757
0.84847 0.34761
4.61811 -0.42513
4.31609 -0.07619
4.62761 -0.50462
1.13466 0.84958
4.86917 -0.71569
4.71350 -0.62785
0.74207 0.14516
0.76100 0.07639
0.79785 0.16318
0.64893 0.04310
4.66197 -0.51359
0.68869 0.02644
0.77499 0.06353
5.18740 -0.83834
0.75597 0.13651
1.44232 1.12024
4.30686 -0.15275
2.61163 1.22845
0.73430 0.13230
0.67585 -0.09429
5.24447 -0.85114
0.77249 0.17346
4.61596 -0.50081
0.78954 0.09704
0.66260 -0.13404
0.69071 -0.00385
5.31842 -0.83478
0.86077 0.25024
0.73481 0.15957
5.03335 -0.75032
0.81640 0.17031
5.24264 -0.85459
1.07086 0.76721
4.61743 -0.49491
