# ra dec
0.62887 -0.09902
0.78731 0.09461
4.59526 -0.51570
0.70985 0.04045
0.81252 0.20397
4.32782 -0.14201
0.80142 0.30774
4.74233 -0.64308
4.39587 -0.28274
0.93409 0.53356
0.68064 -0.04174
4.25307 0.09284
0.72823 -0.08121
4.72108 -0.63546
5.14835 -0.89192
5.20098 -0.87933
4.62334 -0.49124
0.76679 0.24084
4.30966 -0.12762
0.79105 0.18855
0.82353 0.28508
0.62212 -0.17779
1.38248 1.09087
0.88950 0.47459
4.58139 -0.49995
5.20121 -0.86292
0.75795 0.09980
0.66783 -0.09562
0.57340 -0.23291
1.05259 0.69884
5.17869 -0.86943
0.84817 0.25001
5.20770 -0.86633
4.75544 -0.63228
0.78650 0.11710
0.76351 0.06358
5.21654 -0.90716
0.98506 0.63526
0.68222 0.04688
0.83348 0.18683
1.02747 0.71534
4.60321 -0.43994
0.78611 0.10310
5.20250 -0.86176
0.80940 0.10705
4.30789 -0.13378
0.72440 0.05726
0.71652 0.07920
5.22940 -0.87456
5.20459 -0.88275
0.68836 -0.05089
0.71779 0.01759
5.24939 -0.84238
1.20531 0.91438
0.79318 0.18131
1.23389 0.98105
4.68786 -0.48177
0.71002 -0.06309
4.28884 0.06774
0.77631 0.10440
4.88372 -0.74425
0.74021 0.06418
0.75705 0.15684
0.77975 0.09836
0.81538 0.40002
1.04938 0.72281
1.07776 0.75296
1.07370 0.65673
0.68446 -0.05903
0.69389 -0.09719
0.81359 0.27141
1.41157 1.04752
4.73226 -0.57052
0.81753 0.12727
4.54316 -0.47422
1.57602 1.14877
1.02291 0.55892
5.12941 -0.85365
1.25521 0.94834
4.56862 -0.42962
1.31534 0.94186
1.03640 0.57479
1.00514 0.54467
0.73552 -0.04260
0.69040 -0.02404
0.76805 0.13892
1.04746 0.75183
0.93947 0.63867
4.61887 -0.52075
0.84827 0.26018
0.74260 0.06539
1.03025 0.69538
2.61330 1.25811
0.75762 0.10701
4.71164 -0.62805
0.83728 0.25672
0.67617 0.03387
5.23650 -0.85433
0.67720 -0.07191
5.26324 -0.85151
0.76174 0.01697
1.09941 0.82560
4.30610 -0.10264
5.14581 -0.87651
4.61238 -0.48040
0.67121 -0.08343
0.76709 0.14543
1.22561 0.96822
0.73121 -0.09839
0.84956 0.27124
0.70419 0.01934
0.74970 0.10540
0.76480 0.07416
5.18707 -0.87788
4.26624 -0.03445
0.73940 0.04862
0.87108 0.32732
4.68227 -0.58565
0.73560 0.01132
1.14742 0.94338
4.31276 -0.12823
4.64327 -0.45797
0.65771 -0.13404
0.74171 0.14832
0.99762 0.68118
4.31023 -0.12723
1.23479 0.95996
0.77387 0.03623
4.95627 -0.69772
4.67803 -0.49708
0.76817 0.22134
1.42061 1.03730
0.76925 0.15996
1.37499 0.98434
4.35194 -0.15996
5.20441 -0.85658
4.31906 -0.11550
0.77450 0.10874
0.73025 0.04010
0.75451 0.05968
0.71928 0.09281
5.19848 -0.89633
5.22366 -0.86361
4.58105 -0.50653
4.27878 0.15470
0.98131 0.63202
1.15775 0.85199
5.20218 -0.91521
0.73652 -0.10548
0.80818 0.12196
0.78361 0.08580
0.77791 0.08498
0.69829 -0.04052
0.65686 0.00766
1.03692 0.68826
0.69030 0.07183
0.73213 0.12875
4.60173 -0.46744
0.73659 0.00362
1.05675 0.78684
1.23574 0.93565
4.29355 -0.16463
0.69948 -0.20657
0.78305 0.01787
0.83406 0.25280
4.28049 -0.01544
2.86829 1.31709
0.71446 0.02813
0.82348 0.10654
0.78701 0.18677
0.63634 -0.14557
1.37814 1.07943
5.27949 -0.90458
0.77657 0.15117
0.99914 0.66663
4.35442 -0.21011
0.80334 0.23936
0.78068 0.16077
5.18769 -0.86287
5.20284 -0.87776
1.32534 0.96304
0.76185 0.11384
0.81134 0.10474
0.80050 0.18460
0.65142 0.03133
1.25093 0.92160
0.80415 0.29816
0.77749 0.12308
0.94959 0.69015
4.62936 -0.44917
4.93436 -0.73675
0.75409 0.10190
0.65323 -0.00573
0.75289 0.14954
1.10177 0.66852
0.92870 0.50614
0.77236 0.20371
1.12148 0.85841
0.69393 -0.07395
4.44566 -0.28569
0.69577 0.05629
0.68155 -0.16718
0.80118 0.13102
0.72366 0.00942
1.00359 0.55070
0.79624 0.09288
4.30715 -0.13465
0.81079 0.17492
0.73551 0.04614
5.35034 -0.87186
0.69715 0.05522
0.72566 -0.00086
0.75352 0.19555
1.46215 1.18600
5.18434 -0.87223
1.18471 0.96088
0.68744 -0.06625
0.78448 0.16408
0.67598 -0.06787
4.38483 -0.10819
4.84684 -0.75746
4.57057 -0.47898
0.77278 0.04742
0.71166 -0.02921
0.83801 0.22941
1.00227 0.64621
5.20065 -0.85897
0.69075 0.02565
0.82308 0.22894
0.68110 -0.05876
0.79763 0.07752
0.80110 0.15549
0.75485 0.09598
0.70553 0.02961
5.23938 -0.86509
5.01913 -0.80170
0.75684 0.06347
4.54718 -0.40878
0.77746 0.08701
1.17967 0.87381
0.98036 0.58300
0.72303 0.09390
4.24629 -0.02196
0.73609 0.06539
5.05952 -0.73980
0.68779 0.01307
0.71930 -0.05402
1.36765 1.19086
1.50594 1.16804
1.00427 0.69351
1.06856 0.83719
1.14303 0.80079
0.80218 0.18145
5.22253 -0.89296
0.78956 0.17342
0.81582 0.22036
4.65127 -0.50598
0.76859 0.10367
4.38217 -0.24632
5.15086 -0.89077
0.84610 0.21785
0.77977 0.11664
4.66779 -0.49388
4.62589 -0.53754
0.61854 -0.13643
1.09519 0.87055
4.62336 -0.47434
0.70271 0.00393
0.76642 0.21520
4.42003 -0.23024
0.76954 0.11731
1.22885 0.96816
0.83530 0.23328
0.81075 0.21966
0.75874 0.12949
1.21102 0.94967
5.23590 -0.89170
0.98591 0.67702
0.67964 -0.10894
4.67170 -0.50566
5.20119 -0.86874
0.80032 0.13933
4.30388 -0.10294
0.74277 0.18998
0.73006 0.02421
5.22204 -0.84798
5.22887 -0.89366
4.63225 -0.50563
0.74876 0.07446
4.40278 -0.19356
1.11819 0.80790
0.75924 0.17300
1.15090 0.87211
0.81725 0.23244
0.63296 -0.19750
0.76040 0.07105
5.20913 -0.85956
0.76455 -0.00372
0.72174 0.01461
0.76026 0.14192
0.76206 0.09775
0.75495 0.14498
0.76450 0.10090
0.74170 0.07646
5.15164 -0.88606
4.23907 0.10189
4.76737 -0.67789
0.70651 -0.06164
0.68807 -0.05669
0.80106 0.16836
4.78717 -0.67829
4.30324 -0.11013
0.76116 0.16112
1.01280 0.69446
4.32569 -0.16684
0.70242 0.02780
0.81820 0.25673
0.67429 -0.16060
0.82593 0.20055
5.21103 -0.88567
0.71953 -0.01633
5.24119 -0.86883
4.60183 -0.47701
4.72777 -0.57352
4.62215 -0.49067
1.02112 0.63805
0.69355 -0.03293
5.21503 -0.91071
0.84840 0.21286
4.74669 -0.63655
0.80508 0.19829
2.42794 1.25033
0.75423 0.06350
4.63397 -0.52031
0.69482 -0.03784
4.33654 -0.13722
4.48427 -0.38264
5.13360 -0.85404
4.39822 -0.18744
5.06857 -0.78920
0.87105 0.51169
5.22855 -0.83913
0.97023 0.52063
4.65879 -0.50849
0.79287 0.12549
5.26016 -0.88209
0.73584 0.04448
4.64132 -0.54347
0.80712 0.19858
0.95677 0.57857
4.32923 -0.18538
0.67013 -0.09832
4.91060 -0.71946
4.62077 -0.45324
2.62502 1.22672
0.99018 0.77757
0.68345 -0.13796
0.86063 0.22003
1.07867 0.78877
1.26276 1.06681
4.35387 -0.19669
4.41152 -0.17471
0.76250 0.14141
0.66047 0.05115
1.41215 1.06269
4.68477 -0.54548
0.75853 0.09521
0.87116 0.33989
5.25936 -0.85078
0.74895 0.15715
4.33555 -0.11186
4.84984 -0.66280
1.54970 1.15991
4.38628 -0.25543
0.68415 -0.09881
4.66172 -0.56388
0.73384 0.02283
0.76694 0.14502
0.74846 0.15049
0.80489 0.21949
5.23851 -0.85988
0.59830 -0.15387
0.69012 -0.05072
0.68678 -0.14423
0.73156 0.02489
0.72838 0.07462
1.00931 0.68859
0.78042 0.17877
0.76947 -0.02360
4.32939 -0.16316
1.09069 0.70535
0.73537 0.15021
4.30646 -0.13574
0.81041 0.21556
4.70782 -0.55095
4.66342 -0.57200
5.51009 -0.87551
1.08668 0.85011
0.76788 0.12933
0.88590 0.26074
4.63465 -0.55485
0.82837 0.20670
1.56746 1.23188
5.20572 -0.88526
0.61715 -0.10231
5.21601 -0.87757
5.22710 -0.89145
4.86545 -0.75302
0.65184 -0.19172
0.78237 0.08817
5.21067 -0.83765
0.74911 0.04768
0.69357 -0.01211
1.10123 0.75832
0.85603 0.45591
4.20197 0.04327
4.77088 -0.58601
0.72706 0.00300
0.86037 0.29294
0.81115 0.21660
4.67003 -0.57103
5.18243 -0.88267
0.71236 -0.01485
0.70131 -0.00446
1.11239 0.77998
0.79196 0.13348
0.70669 -0.07460
0.81828 0.26254
0.77936 0.09896
4.34319 -0.22693
4.90557 -0.73870
0.78553 0.15666
5.21432 -0.80950
0.82288 0.10380
4.26279 -0.08634
0.76026 0.15318
0.96819 0.47946
0.70595 0.08520
0.80992 0.19133
5.22536 -0.83273
0.96799 0.65378
1.46447 1.04796
4.65037 -0.50552
5.06438 -0.77158
4.33158 -0.19172
1.07358 0.78934
4.28401 -0.07015
1.00412 0.69072
0.73364 -0.06548
5.22940 -0.86046
0.69781 0.00907
4.57284 -0.48126
0.75013 0.19204
4.57580 -0.52242
0.79254 0.17544
0.67942 0.07125
4.90406 -0.73115
1.07458 0.84295
4.68883 -0.55893
0.80991 0.20819
0.76055 0.12036
5.21665 -0.84803
0.74331 0.08689
0.78965 0.12413
0.76637 0.14216
4.36865 -0.19563
0.80001 0.20753
0.96809 0.65573
0.76578 0.14966
4.20408 0.05037
4.36435 -0.12822
4.38122 -0.14440
0.68206 -0.08348
0.68166 0.02582
5.19936 -0.84503
4.31603 -0.08755
1.48452 1.18603
1.12125 0.79682
1.10738 0.78327
5.05508 -0.80106
5.18411 -0.85714
0.83169 0.14555
0.72902 0.02146
4.31132 -0.12281
0.67423 0.04627
0.79239 0.04217
5.10645 -0.85986
0.68356 -0.03764
4.63675 -0.49632
0.63516 -0.10254
0.83135 0.23045
0.75436 0.05292
1.08923 0.71976
4.62726 -0.46785
0.68565 0.02299
5.23592 -0.90617
1.06359 0.68863
4.38836 -0.14320
0.72663 0.02278
0.81801 0.28479
0.76011 0.14553
0.66003 -0.01178
1.03169 0.72854
0.61254 -0.09936
0.73261 0.09910
5.22013 -0.90595
5.25419 -0.89721
4.25082 -0.05527
0.75135 0.05133
0.76913 0.05656
0.73162 0.07480
5.27807 -0.82851
1.40868 1.03960
4.46088 -0.30507
4.28885 -0.15900
0.69680 -0.06912
4.56047 -0.47153
4.61721 -0.55398
4.71743 -0.59245
0.75198 0.09083
4.75439 -0.59344
5.21841 -0.85925
4.67091 -0.50138
0.63344 -0.13598
4.67389 -0.53783
4.64923 -0.53306
1.04286 0.67568
0.59707 -0.16402
4.64518 -0.48195
1.10867 0.83435
0.81811 0.25205
0.68387 -0.03272
0.82428 0.21364
0.78334 0.21809
4.66957 -0.56164
0.84483 0.22120
5.22873 -0.83323
0.75842 0.02550
0.83222 0.27829
0.69263 0.08076
4.64166 -0.46940
1.08618 0.74664
0.70264 -0.03384
4.72765 -0.56602
0.75511 0.14712
4.30238 -0.18286
0.77851 0.03903
5.19986 -0.88617
0.72760 0.06985
0.72186 0.00840
5.15839 -0.86468
4.92622 -0.76400
4.37093 -0.21918
0.70674 0.06711
4.23752 0.03393
4.74736 -0.54938
4.45159 -0.38020
0.70275 0.02948
0.78315 0.13753
0.73525 0.15952
4.66648 -0.50943
4.66846 -0.49040
1.09213 0.70792
5.19117 -0.85691
0.86577 0.28909
0.75365 0.10206
4.23889 -0.11635
0.74041 0.07958
0.83788 0.27862
4.64684 -0.53252
0.73897 0.08434
0.76146 0.05322
0.82528 0.23757
0.81509 0.11034
5.22728 -0.87521
0.79864 0.08478
0.73006 0.13347
1.00865 0.76629
0.79401 0.22339
4.73588 -0.60109
0.67700 -0.04610
1.07771 0.76555
4.31628 -0.08245
4.79601 -0.70158
4.30196 -0.09243
0.70355 0.00438
0.97384 0.53373
5.21436 -0.88655
4.79280 -0.64196
0.73232 0.06024
0.66705 0.03379
0.98133 0.63982
0.78433 0.28795
0.68669 -0.00211
1.00001 0.64310
0.72026 -0.05421
0.79868 0.09016
1.48035 1.18680
0.73132 -0.01139
0.75861 0.05613
0.88062 0.43984
0.76664 0.07171
1.13462 0.75609
4.58838 -0.54277
4.39519 -0.24377
4.78933 -0.63246
4.60555 -0.45375
0.70555 0.05228
0.72557 -0.02607
0.79616 0.18907
1.04228 0.72790
0.71580 0.12513
1.18661 0.90326
0.67591 -0.14652
0.77017 0.09362
5.20861 -0.85285
1.20354 0.92390
0.65583 -0.15631
0.71819 -0.01029
0.66296 -0.10563
4.37505 -0.15701
5.20707 -0.85222
4.25969 -0.03646
0.76848 0.14366
4.31286 -0.10345
4.40317 -0.26124
1.24376 0.97932
0.78923 0.07664
5.19331 -0.87591
5.23654 -0.86974
0.73586 0.02517
5.23053 -0.87310
5.19653 -0.88972
4.27652 -0.08764
0.75477 0.11118
0.75092 0.09045
4.30367 -0.18786
0.71585 0.06040
4.73203 -0.64005
4.29997 -0.16880
4.64458 -0.45981
5.18556 -0.89025
0.66980 -0.16894
4.31300 -0.11800
4.67909 -0.53886
0.74355 0.10147
0.76746 0.22337
0.68913 -0.09282
5.21280 -0.85528
4.87730 -0.72870
5.26543 -0.88904
5.21021 -0.82944
4.21887 -0.01497
5.21518 -0.87213
0.76954 0.22428
0.74045 0.07922
4.67321 -0.53282
0.73881 0.03085
0.70827 0.02643
0.83367 0.19360
4.66289 -0.54387
0.81394 0.25815
1.43632 1.13049
4.32128 -0.05819
0.69647 -0.00610
0.63490 0.08760
4.67672 -0.58048
0.79123 0.21969
0.69354 0.00940
0.80470 0.17183
4.32343 -0.11624
0.73681 0.03407
5.22529 -0.86705
0.70136 0.02779
0.85713 0.24123
0.99613 0.58884
0.76054 0.07163
1.48637 1.13868
4.73461 -0.54436
0.74145 0.06320
0.74587 0.02615
0.76565 0.12499
4.77351 -0.59645
4.62458 -0.54525
1.51392 1.03875
5.18293 -0.87347
4.51836 -0.38862
1.04968 0.69067
4.30970 -0.06512
1.02120 0.73940
5.29527 -0.87581
0.74891 0.10644
5.22353 -0.84754
5.21795 -0.85599
0.68976 0.05740
1.21752 0.94286
5.20522 -0.85171
0.73404 0.14367
0.79663 0.20392
4.92449 -0.75473
0.65435 -0.18089
0.80795 0.16181
0.83623 0.26865
0.79481 0.08735
1.25584 0.91890
0.82013 0.07679
0.92102 0.56495
0.82853 0.22040
1.45383 1.13977
4.68453 -0.52348
0.77520 0.07550
0.81115 0.13641
0.62318 -0.00848
0.99270 0.60417
0.73605 0.09503
4.43058 -0.29413
4.54731 -0.47041
0.80619 0.14706
4.30233 0.08415
0.69573 -0.10782
0.75210 0.06835
0.83294 0.24867
0.87271 0.25052
5.20541 -0.84319
0.90000 0.50689
0.69309 -0.00149
5.22425 -0.90136
1.00231 0.68944
0.76356 0.23600
0.64220 -0.10754
0.65976 -0.18783
0.64240 -0.17843
0.71341 -0.09090
0.77945 0.19611
0.68592 -0.00198
0.79431 0.08952
4.29020 -0.01692
0.75601 0.13129
0.81191 0.17908
0.72193 -0.04075
0.61693 -0.22562
4.39293 -0.22617
0.69190 0.04322
5.21871 -0.89794
0.79144 0.21923
4.33136 -0.17709
4.96568 -0.70396
5.15104 -0.85811
4.63581 -0.53893
0.79194 0.17207
4.69885 -0.53555
4.38914 -0.23610
1.01613 0.78001
4.61074 -0.46620
0.82811 0.15245
4.27496 0.00317
4.32936 -0.01034
0.71127 0.03502
0.73725 0.01837
0.79470 0.12482
0.78596 0.19169
0.76340 0.06616
4.95233 -0.76547
5.18744 -0.83550
5.20550 -0.86397
5.20589 -0.88009
4.65539 -0.53050
0.88178 0.28588
0.67248 -0.04346
5.44077 -0.89456
4.67765 -0.61676
0.74326 0.07127
4.94235 -0.70967
4.59712 -0.50161
1.61884 1.21299
0.71708 0.03818
0.78372 0.14372
5.24533 -0.89746
0.77947 0.11858
0.91828 0.55127
4.28525 -0.12219
4.24854 -0.12126
0.75154 0.12003
0.59429 -0.13823
4.37700 -0.19376
0.61791 -0.19468
4.63689 -0.42530
0.70241 0.10616
0.83635 0.56028
0.87201 0.25565
4.91459 -0.70914
0.74563 0.15433
0.75262 0.08211
0.72812 0.03922
1.06049 0.78016
5.25400 -0.89486
4.27417 -0.06265
5.20929 -0.83540
1.02648 0.64807
0.73374 0.04926
0.60983 -0.14130
4.31888 -0.19285
0.77468 0.10055
0.77072 0.16453
0.84767 0.22844
1.13993 0.89339
0.74485 0.12822
5.17577 -0.83879
0.74155 0.04082
0.67421 -0.04519
0.73371 0.04079
1.06201 0.68740
0.70588 -0.00382
0.90317 0.53548
0.66405 -0.07705
0.69871 -0.01560
0.64134 -0.10757
4.31484 -0.16446
0.89751 0.51566
0.86051 0.23292
5.26963 -0.82472
0.60565 -0.18847
5.20081 -0.85082
0.72816 0.13959
0.75861 0.07682
0.79487 0.18105
1.21836 0.90846
0.77775 0.04214
4.28115 -0.08393
0.69231 0.00743
1.17937 0.86466
4.61885 -0.47968
0.71015 0.04918
1.37948 1.14031
0.78063 0.14155
0.75093 0.02977
0.72935 -0.02546
0.79134 0.21340
5.01577 -0.75395
4.94410 -0.72620
5.20959 -0.85034
5.46730 -0.81718
0.71652 0.01517
4.66577 -0.55355
0.66420 -0.07507
0.80847 0.22322
4.30914 -0.03659
0.72660 0.11121
0.84424 0.27382
4.22321 -0.00278
0.67404 0.08592
0.76297 0.12208
0.81438 0.20256
5.19889 -0.86605
0.71630 0.05116
0.69425 -0.06274
4.48232 -0.37037
0.72106 0.08250
4.62199 -0.52945
0.81312 0.12581
0.72905 0.10068
0.80834 0.21182
4.32707 -0.15445
4.85901 -0.70657
2.62177 1.20920
1.09477 0.75971
1.34265 1.04186
4.52023 -0.34888
4.73029 -0.61671
0.71880 0.02225
0.85579 0.23124
5.23036 -0.88451
1.09377 0.71269
0.78403 0.08903
5.12117 -0.88503
0.76891 0.11589
5.13477 -0.89016
0.77895 0.20239
0.73522 0.09077
0.81913 0.17696
4.27016 -0.13202
5.23887 -0.86660
4.30681 -0.02747
0.81069 0.19141
0.71629 -0.04361
4.59851 -0.50221
0.73354 0.10047
4.33233 -0.08701
0.68803 -0.06958
0.77358 0.14008
0.70085 0.05573
0.69171 0.02565
0.67076 -0.03514
4.37743 -0.18945
0.70722 0.04518
0.80529 0.23591
0.73791 0.06211
0.73681 0.04155
0.79765 0.13064
4.61105 -0.43472
0.70419 -0.00575
0.81012 0.13194
0.66768 -0.16980
1.00354 0.66201
0.77156 0.04081
4.33154 -0.16286
0.81350 0.14562
0.81624 0.17367
0.76134 0.16595
0.73715 -0.04927
0.71587 0.05821
4.27359 -0.09377
0.77722 0.11155
0.86034 0.55103
1.83234 1.28625
0.75017 0.04254
4.73603 -0.62016
1.08967 0.77375
1.07657 0.86844
4.26164 0.02700
4.30561 -0.07035
0.74842 0.13444
0.72089 0.00064
4.69458 -0.55678
0.99939 0.53779
0.70417 -0.05152
0.83768 0.18685
0.74282 0.06240
0.74226 0.08507
0.71329 -0.12311
0.73839 0.07964
0.75982 0.00737
0.68474 -0.11611
0.78819 0.13093
4.63385 -0.47140
1.49852 1.03026
0.73682 0.02655
5.22046 -0.87130
0.79345 0.06475
5.09778 -0.76064
4.41021 -0.23079
0.90015 0.56650
0.75665 0.05956
5.25594 -0.87454
5.22899 -0.89052
0.70862 0.00054
0.79195 0.14227
0.73990 0.10853
0.69916 -0.08432
5.01711 -0.71475
4.35989 -0.23817
5.02836 -0.75745
0.65417 -0.10208
0.69861 0.02359
0.77095 0.11766
1.16506 0.80225
0.96824 0.61954
1.11833 0.77461
5.23075 -0.92053
0.70228 0.01266
4.25520 -0.06002
0.75078 0.08643
0.75399 0.19503
0.72987 0.09760
4.97074 -0.73398
0.77527 0.21662
4.59051 -0.49288
0.67509 -0.10967
0.77426 0.13454
0.68203 -0.06981
0.73541 0.01746
0.74962 0.05259
1.33170 1.01553
0.77236 -0.01906
0.71381 0.01426
0.69743 -0.01805
0.98062 0.53230
1.24970 0.91392
0.70014 -0.01170
4.69802 -0.54391
4.52676 -0.44605
4.30850 -0.15736
4.61624 -0.46924
0.70279 -0.04659
4.31728 -0.11731
0.67381 -0.04335
0.71554 0.07816
0.62904 -0.15571
5.20507 -0.84776
0.66402 -0.00008
0.74685 0.10145
0.75460 -0.03096
0.80137 0.11328
0.63088 -0.12692
4.28215 -0.08578
0.73102 0.05973
0.76863 0.09402
5.02119 -0.76398
4.66209 -0.58018
5.19477 -0.88949
4.40438 -0.31134
0.66758 -0.16279
4.70809 -0.54313
